gateNum,NeedLv,FirstAward,Income,AiInfo
369,16,1205_1+12_378000+3_41+1105_82,11_61460+2100_9+21_3073+22_3073+23_3073+24_1536,"71441,71442,71443,71444,71445,71441,71442,71443,71444,71445_74_1_3.21"
370,16,1205_1+12_379000+3_41+1105_82,11_61780+2100_9+21_3089+22_3089+23_3089+24_1544,"71446,71447,71448,71449,71450,71446,71447,71448,71449,71450_74_1_3.21"
371,16,1205_1+12_380000+3_42+1105_84,11_62100+2100_9+21_3105+22_3105+23_3105+24_1552,"71451,71452,71453,71454,71455,71451,71452,71453,71454,71455_74_1_3.22"
372,16,1205_1+12_381000+3_42+1105_84,11_62420+2100_9+21_3121+22_3121+23_3121+24_1560,"71456,71457,71458,71459,71460,71456,71457,71458,71459,71460_74_1_3.23"
373,16,1205_1+12_382000+3_42+1105_84,11_62740+2100_9+21_3137+22_3137+23_3137+24_1568,"71461,71462,71463,71464,71465,71461,71462,71463,71464,71465_75_1_3.23"
374,16,1205_1+12_383000+3_42+1105_84,11_63060+2100_9+21_3153+22_3153+23_3153+24_1576,"71466,71467,71468,71469,71470,71466,71467,71468,71469,71470_75_1_3.24"
375,16,1205_1+12_384000+3_42+1105_84,11_63380+2100_9+21_3169+22_3169+23_3169+24_1584,"71471,71472,71473,71474,71475,71471,71472,71473,71474,71475_75_1_3.24"
376,16,1205_1+12_385000+3_42+1105_84,11_63700+2100_9+21_3185+22_3185+23_3185+24_1592,"71476,71477,71478,71479,71480,71476,71477,71478,71479,71480_75_1_3.25"
377,16,1205_1+12_386000+3_42+1105_84,11_64020+2100_9+21_3201+22_3201+23_3201+24_1600,"71481,71482,71483,71484,71485,71481,71482,71483,71484,71485_75_1_3.26"
378,16,1205_1+12_387000+3_42+1105_84,11_64340+2100_9+21_3217+22_3217+23_3217+24_1608,"71486,71487,71488,71489,71490,71486,71487,71488,71489,71490_75_1_3.26"
379,16,1205_1+12_388000+3_42+1105_84,11_64660+2100_9+21_3233+22_3233+23_3233+24_1616,"71491,71492,71493,71494,71495,71491,71492,71493,71494,71495_76_1_3.27"
380,16,1205_1+12_389000+3_42+1105_84,11_64980+2100_9+21_3249+22_3249+23_3249+24_1624,"71496,71497,71498,71499,71500,71496,71497,71498,71499,71500_76_1_3.27"
381,16,1205_1+12_390000+3_43+1105_86,11_65300+2100_9+21_3265+22_3265+23_3265+24_1632,"71501,71502,71503,71504,71505,71501,71502,71503,71504,71505_76_1_3.28"
382,16,1205_1+12_391000+3_43+1105_86,11_65620+2100_9+21_3281+22_3281+23_3281+24_1640,"71506,71507,71508,71509,71510,71506,71507,71508,71509,71510_76_1_3.29"
383,16,1205_1+12_392000+3_43+1105_86,11_65940+2100_9+21_3297+22_3297+23_3297+24_1648,"71511,71512,71513,71514,71515,71511,71512,71513,71514,71515_76_1_3.29"
384,16,1205_1+12_393000+3_43+1105_86,11_66260+2100_9+21_3313+22_3313+23_3313+24_1656,"71516,71517,71518,71519,71520,71516,71517,71518,71519,71520_77_1_3.3"
385,17,1205_1+12_394000+3_43+1105_86,11_66600+2100_9+21_3330+22_3330+23_3330+24_1665,"71521,71522,71523,71524,71525,71521,71522,71523,71524,71525_77_1_3.3"
386,17,1205_1+12_395000+3_43+1105_86,11_66940+2100_9+21_3347+22_3347+23_3347+24_1673,"71526,71527,71528,71529,71530,71526,71527,71528,71529,71530_77_1_3.31"
387,17,1205_1+12_396000+3_43+1105_86,11_67280+2100_9+21_3364+22_3364+23_3364+24_1682,"71531,71532,71533,71534,71535,71531,71532,71533,71534,71535_77_1_3.32"
388,17,1205_1+12_397000+3_43+1105_86,11_67620+2100_9+21_3381+22_3381+23_3381+24_1690,"71536,71537,71538,71539,71540,71536,71537,71538,71539,71540_77_1_3.32"
389,17,1205_1+12_398000+3_43+1105_86,11_67960+2100_9+21_3398+22_3398+23_3398+24_1699,"71541,71542,71543,71544,71545,71541,71542,71543,71544,71545_77_1_3.33"
390,17,1205_1+12_399000+3_43+1105_86,11_68300+2100_9+21_3415+22_3415+23_3415+24_1707,"71546,71547,71548,71549,71550,71546,71547,71548,71549,71550_78_1_3.33"
391,17,1205_1+12_400000+3_44+1105_88,11_68640+2100_9+21_3432+22_3432+23_3432+24_1716,"71551,71552,71553,71554,71555,71551,71552,71553,71554,71555_78_1_3.34"
392,17,1205_1+12_401000+3_44+1105_88,11_68980+2100_9+21_3449+22_3449+23_3449+24_1724,"71556,71557,71558,71559,71560,71556,71557,71558,71559,71560_78_1_3.35"
393,17,1205_1+12_402000+3_44+1105_88,11_69320+2100_9+21_3466+22_3466+23_3466+24_1733,"71561,71562,71563,71564,71565,71561,71562,71563,71564,71565_78_1_3.35"
394,17,1205_1+12_403000+3_44+1105_88,11_69660+2100_9+21_3483+22_3483+23_3483+24_1741,"71566,71567,71568,71569,71570,71566,71567,71568,71569,71570_78_1_3.36"
395,17,1205_1+12_404000+3_44+1105_88,11_70000+2100_9+21_3500+22_3500+23_3500+24_1750,"71571,71572,71573,71574,71575,71571,71572,71573,71574,71575_78_1_3.36"
396,17,1205_1+12_405000+3_44+1105_88,11_70340+2100_9+21_3517+22_3517+23_3517+24_1758,"71576,71577,71578,71579,71580,71576,71577,71578,71579,71580_79_1_3.37"
397,17,1205_1+12_406000+3_44+1105_88,11_70680+2100_9+21_3534+22_3534+23_3534+24_1767,"71581,71582,71583,71584,71585,71581,71582,71583,71584,71585_79_1_3.38"
398,17,1205_1+12_407000+3_44+1105_88,11_71020+2100_9+21_3551+22_3551+23_3551+24_1775,"71586,71587,71588,71589,71590,71586,71587,71588,71589,71590_79_1_3.38"
399,17,1205_1+12_408000+3_44+1105_88,11_71360+2100_9+21_3568+22_3568+23_3568+24_1784,"71591,71592,71593,71594,71595,71591,71592,71593,71594,71595_79_1_3.39"
400,17,1205_1+12_409000+3_44+1105_88,11_71700+2100_9+21_3585+22_3585+23_3585+24_1792,"71596,71597,71598,71599,71600,71596,71597,71598,71599,71600_79_1_3.39"
401,17,1205_1+12_410000+3_45+1105_90,11_72040+2100_9+21_3602+22_3602+23_3602+24_1801,"71601,71602,71603,71604,71605,71601,71602,71603,71604,71605_80_1_3.4"
402,17,1205_1+12_411000+3_45+1105_90,11_72380+2100_9+21_3619+22_3619+23_3619+24_1809,"71606,71607,71608,71609,71610,71606,71607,71608,71609,71610_80_1_3.41"
403,17,1205_1+12_412000+3_45+1105_90,11_72720+2100_9+21_3636+22_3636+23_3636+24_1818,"71611,71612,71613,71614,71615,71611,71612,71613,71614,71615_80_1_3.41"
404,17,1205_1+12_413000+3_45+1105_90,11_73060+2100_9+21_3653+22_3653+23_3653+24_1826,"71616,71617,71618,71619,71620,71616,71617,71618,71619,71620_80_1_3.42"
405,17,1205_1+12_414000+3_45+1105_90,11_73400+2100_9+21_3670+22_3670+23_3670+24_1835,"71621,71622,71623,71624,71625,71621,71622,71623,71624,71625_80_1_3.42"
406,17,1205_1+12_415000+3_45+1105_90,11_73740+2100_9+21_3687+22_3687+23_3687+24_1843,"71626,71627,71628,71629,71630,71626,71627,71628,71629,71630_80_1_3.43"
407,17,1205_1+12_416000+3_45+1105_90,11_74080+2100_9+21_3704+22_3704+23_3704+24_1852,"71631,71632,71633,71634,71635,71631,71632,71633,71634,71635_80_1_3.44"
408,17,1205_1+12_417000+3_45+1105_90,11_74420+2100_9+21_3721+22_3721+23_3721+24_1860,"71636,71637,71638,71639,71640,71636,71637,71638,71639,71640_80_1_3.44"
409,18,1211_1+12_420000+3_50+1110_20,11_74780+2100_10+21_3739+22_3739+23_3739+24_1869,"71641,71642,71643,71644,71645,71646,71647,71648,71649,71650_80_1_3.448"
410,18,1211_1+12_420000+3_50+1110_20,11_75140+2100_10+21_3757+22_3757+23_3757+24_1878,"71646,71647,71648,71649,71650,71651,71652,71653,71654,71655_80_1_3.454"
411,18,1211_1+12_420000+3_50+1110_20,11_75500+2100_10+21_3775+22_3775+23_3775+24_1887,"71651,71652,71653,71654,71655,71656,71657,71658,71659,71660_80_1_3.46"
412,18,1211_1+12_420000+3_50+1110_20,11_75860+2100_10+21_3793+22_3793+23_3793+24_1896,"71656,71657,71658,71659,71660,71661,71662,71663,71664,71665_80_1_3.466"
413,18,1211_1+12_420000+3_50+1110_20,11_76220+2100_10+21_3811+22_3811+23_3811+24_1905,"71661,71662,71663,71664,71665,71666,71667,71668,71669,71670_80_1_3.472"
414,18,1211_1+12_420000+3_50+1110_20,11_76580+2100_10+21_3829+22_3829+23_3829+24_1914,"71666,71667,71668,71669,71670,71671,71672,71673,71674,71675_80_1_3.478"
415,18,1211_1+12_420000+3_50+1110_20,11_76940+2100_10+21_3847+22_3847+23_3847+24_1923,"71671,71672,71673,71674,71675,71676,71677,71678,71679,71680_80_1_3.484"
416,18,1211_1+12_420000+3_50+1110_20,11_77300+2100_10+21_3865+22_3865+23_3865+24_1932,"71676,71677,71678,71679,71680,71681,71682,71683,71684,71685_80_1_3.49"
417,18,1211_1+12_420000+3_50+1110_20,11_77660+2100_10+21_3883+22_3883+23_3883+24_1941,"71681,71682,71683,71684,71685,71686,71687,71688,71689,71690_80_1_3.496"
418,18,1211_1+12_420000+3_50+1110_20,11_78020+2100_10+21_3901+22_3901+23_3901+24_1950,"71686,71687,71688,71689,71690,71691,71692,71693,71694,71695_80_1_3.502"
419,18,1211_1+12_420000+3_50+1110_20,11_78380+2100_10+21_3919+22_3919+23_3919+24_1959,"71691,71692,71693,71694,71695,71696,71697,71698,71699,71700_80_1_3.508"
420,18,1211_1+12_420000+3_50+1110_20,11_78740+2100_10+21_3937+22_3937+23_3937+24_1968,"71696,71697,71698,71699,71700,71701,71702,71703,71704,71705_80_1_3.514"
421,18,1211_1+12_420000+3_50+1110_20,11_79100+2100_10+21_3955+22_3955+23_3955+24_1977,"71701,71702,71703,71704,71705,71706,71707,71708,71709,71710_80_1_3.52"
422,18,1211_1+12_420000+3_50+1110_20,11_79460+2100_10+21_3973+22_3973+23_3973+24_1986,"71706,71707,71708,71709,71710,71711,71712,71713,71714,71715_80_1_3.526"
423,18,1211_1+12_420000+3_50+1110_20,11_79820+2100_10+21_3991+22_3991+23_3991+24_1995,"71711,71712,71713,71714,71715,71716,71717,71718,71719,71720_80_1_3.532"
424,18,1211_1+12_420000+3_50+1110_20,11_80180+2100_10+21_4009+22_4009+23_4009+24_2004,"71716,71717,71718,71719,71720,71721,71722,71723,71724,71725_80_1_3.538"
425,18,1211_1+12_420000+3_50+1110_20,11_80540+2100_10+21_4027+22_4027+23_4027+24_2013,"71721,71722,71723,71724,71725,71726,71727,71728,71729,71730_80_1_3.544"
426,18,1211_1+12_420000+3_50+1110_20,11_80900+2100_10+21_4045+22_4045+23_4045+24_2022,"71726,71727,71728,71729,71730,71731,71732,71733,71734,71735_80_1_3.55"
427,18,1211_1+12_420000+3_50+1110_20,11_81260+2100_10+21_4063+22_4063+23_4063+24_2031,"71731,71732,71733,71734,71735,71736,71737,71738,71739,71740_80_1_3.556"
428,18,1211_1+12_420000+3_50+1110_20,11_81620+2100_10+21_4081+22_4081+23_4081+24_2040,"71736,71737,71738,71739,71740,71741,71742,71743,71744,71745_80_1_3.562"
429,18,1211_1+12_420000+3_50+1110_20,11_81980+2100_10+21_4099+22_4099+23_4099+24_2049,"71741,71742,71743,71744,71745,71746,71747,71748,71749,71750_80_1_3.568"
430,18,1211_1+12_420000+3_50+1110_20,11_82340+2100_10+21_4117+22_4117+23_4117+24_2058,"71746,71747,71748,71749,71750,71751,71752,71753,71754,71755_80_1_3.574"
431,18,1211_1+12_420000+3_50+1110_20,11_82700+2100_10+21_4135+22_4135+23_4135+24_2067,"71751,71752,71753,71754,71755,71756,71757,71758,71759,71760_80_1_3.58"
432,18,1211_1+12_420000+3_50+1110_20,11_83060+2100_10+21_4153+22_4153+23_4153+24_2076,"71756,71757,71758,71759,71760,71761,71762,71763,71764,71765_80_1_3.586"
433,19,1211_1+12_420000+3_50+1110_20,11_83440+2100_10+21_4172+22_4172+23_4172+24_2086,"71761,71762,71763,71764,71765,71766,71767,71768,71769,71770_80_1_3.592"
434,19,1211_1+12_420000+3_50+1110_20,11_83820+2100_10+21_4191+22_4191+23_4191+24_2095,"71766,71767,71768,71769,71770,71771,71772,71773,71774,71775_80_1_3.598"
435,19,1211_1+12_420000+3_50+1110_20,11_84200+2100_10+21_4210+22_4210+23_4210+24_2105,"71771,71772,71773,71774,71775,71776,71777,71778,71779,71780_80_1_3.604"
436,19,1211_1+12_420000+3_50+1110_20,11_84580+2100_10+21_4229+22_4229+23_4229+24_2114,"71776,71777,71778,71779,71780,71781,71782,71783,71784,71785_80_1_3.61"
437,19,1211_1+12_420000+3_50+1110_20,11_84960+2100_10+21_4248+22_4248+23_4248+24_2124,"71781,71782,71783,71784,71785,71786,71787,71788,71789,71790_80_1_3.616"
438,19,1211_1+12_420000+3_50+1110_20,11_85340+2100_10+21_4267+22_4267+23_4267+24_2133,"71786,71787,71788,71789,71790,71791,71792,71793,71794,71795_80_1_3.622"
439,19,1211_1+12_420000+3_50+1110_20,11_85720+2100_10+21_4286+22_4286+23_4286+24_2143,"71791,71792,71793,71794,71795,71796,71797,71798,71799,71800_80_1_3.628"
440,19,1211_1+12_420000+3_50+1110_20,11_86100+2100_10+21_4305+22_4305+23_4305+24_2152,"71796,71797,71798,71799,71800,71801,71802,71803,71804,71805_80_1_3.634"
441,19,1211_1+12_420000+3_50+1110_20,11_86480+2100_10+21_4324+22_4324+23_4324+24_2162,"71801,71802,71803,71804,71805,71806,71807,71808,71809,71810_80_1_3.64"
442,19,1211_1+12_420000+3_50+1110_20,11_86860+2100_10+21_4343+22_4343+23_4343+24_2171,"71806,71807,71808,71809,71810,71811,71812,71813,71814,71815_80_1_3.646"
443,19,1211_1+12_420000+3_50+1110_20,11_87240+2100_10+21_4362+22_4362+23_4362+24_2181,"71811,71812,71813,71814,71815,71816,71817,71818,71819,71820_80_1_3.652"
444,19,1211_1+12_420000+3_50+1110_20,11_87620+2100_10+21_4381+22_4381+23_4381+24_2190,"71816,71817,71818,71819,71820,71821,71822,71823,71824,71825_80_1_3.658"
445,19,1211_1+12_420000+3_50+1110_20,11_88000+2100_10+21_4400+22_4400+23_4400+24_2200,"71821,71822,71823,71824,71825,71826,71827,71828,71829,71830_80_1_3.664"
446,19,1211_1+12_420000+3_50+1110_20,11_88380+2100_10+21_4419+22_4419+23_4419+24_2209,"71826,71827,71828,71829,71830,71831,71832,71833,71834,71835_80_1_3.67"
447,19,1211_1+12_420000+3_50+1110_20,11_88760+2100_10+21_4438+22_4438+23_4438+24_2219,"71831,71832,71833,71834,71835,71836,71837,71838,71839,71840_80_1_3.676"
448,19,1211_1+12_420000+3_50+1110_20,11_89140+2100_10+21_4457+22_4457+23_4457+24_2228,"71836,71837,71838,71839,71840,71841,71842,71843,71844,71845_80_1_3.682"
449,19,1211_1+12_420000+3_50+1110_20,11_89520+2100_10+21_4476+22_4476+23_4476+24_2238,"71841,71842,71843,71844,71845,71846,71847,71848,71849,71850_80_1_3.688"
450,19,1211_1+12_420000+3_50+1110_20,11_89900+2100_10+21_4495+22_4495+23_4495+24_2247,"71846,71847,71848,71849,71850,71851,71852,71853,71854,71855_80_1_3.694"
451,19,1211_1+12_420000+3_50+1110_20,11_90280+2100_10+21_4514+22_4514+23_4514+24_2257,"71851,71852,71853,71854,71855,71856,71857,71858,71859,71860_80_1_3.7"
452,19,1211_1+12_420000+3_50+1110_20,11_90660+2100_10+21_4533+22_4533+23_4533+24_2266,"71856,71857,71858,71859,71860,71861,71862,71863,71864,71865_80_1_3.706"
453,19,1211_1+12_420000+3_50+1110_20,11_91040+2100_10+21_4552+22_4552+23_4552+24_2276,"71861,71862,71863,71864,71865,71866,71867,71868,71869,71870_80_1_3.712"
454,19,1211_1+12_420000+3_50+1110_20,11_91420+2100_10+21_4571+22_4571+23_4571+24_2285,"71866,71867,71868,71869,71870,71871,71872,71873,71874,71875_80_1_3.718"
455,19,1211_1+12_420000+3_50+1110_20,11_91800+2100_10+21_4590+22_4590+23_4590+24_2295,"71871,71872,71873,71874,71875,71876,71877,71878,71879,71880_80_1_3.724"
456,19,1211_1+12_420000+3_50+1110_20,11_92180+2100_10+21_4609+22_4609+23_4609+24_2304,"71876,71877,71878,71879,71880,71881,71882,71883,71884,71885_80_1_3.73"
457,20,1211_1+12_420000+3_50+1110_20,11_92580+2100_11+21_4629+22_4629+23_4629+24_2314,"71881,71882,71883,71884,71885,71886,71887,71888,71889,71890_80_1_3.736"
458,20,1211_1+12_420000+3_50+1110_20,11_92980+2100_11+21_4649+22_4649+23_4649+24_2324,"71886,71887,71888,71889,71890,71891,71892,71893,71894,71895_80_1_3.742"
459,20,1211_1+12_420000+3_50+1110_20,11_93380+2100_11+21_4669+22_4669+23_4669+24_2334,"71891,71892,71893,71894,71895,71896,71897,71898,71899,71900_80_1_3.748"
460,20,1211_1+12_420000+3_50+1110_20,11_93780+2100_11+21_4689+22_4689+23_4689+24_2344,"71896,71897,71898,71899,71900,71901,71902,71903,71904,71905_80_1_3.754"
461,20,1211_1+12_420000+3_50+1110_20,11_94180+2100_11+21_4709+22_4709+23_4709+24_2354,"71901,71902,71903,71904,71905,71906,71907,71908,71909,71910_80_1_3.76"
462,20,1211_1+12_420000+3_50+1110_20,11_94580+2100_11+21_4729+22_4729+23_4729+24_2364,"71906,71907,71908,71909,71910,71911,71912,71913,71914,71915_80_1_3.766"
463,20,1211_1+12_420000+3_50+1110_20,11_94980+2100_11+21_4749+22_4749+23_4749+24_2374,"71911,71912,71913,71914,71915,71916,71917,71918,71919,71920_80_1_3.772"
464,20,1211_1+12_420000+3_50+1110_20,11_95380+2100_11+21_4769+22_4769+23_4769+24_2384,"71916,71917,71918,71919,71920,71921,71922,71923,71924,71925_80_1_3.778"
465,20,1211_1+12_420000+3_50+1110_20,11_95780+2100_11+21_4789+22_4789+23_4789+24_2394,"71921,71922,71923,71924,71925,71926,71927,71928,71929,71930_80_1_3.784"
466,20,1211_1+12_420000+3_50+1110_20,11_96180+2100_11+21_4809+22_4809+23_4809+24_2404,"71926,71927,71928,71929,71930,71931,71932,71933,71934,71935_80_1_3.79"
467,20,1211_1+12_420000+3_50+1110_20,11_96580+2100_11+21_4829+22_4829+23_4829+24_2414,"71931,71932,71933,71934,71935,71936,71937,71938,71939,71940_80_1_3.796"
468,20,1211_1+12_420000+3_50+1110_20,11_96980+2100_11+21_4849+22_4849+23_4849+24_2424,"71936,71937,71938,71939,71940,71941,71942,71943,71944,71945_80_1_3.802"
469,20,1211_1+12_420000+3_50+1110_20,11_97380+2100_11+21_4869+22_4869+23_4869+24_2434,"71941,71942,71943,71944,71945,71946,71947,71948,71949,71950_80_1_3.808"
470,20,1211_1+12_420000+3_50+1110_20,11_97780+2100_11+21_4889+22_4889+23_4889+24_2444,"71946,71947,71948,71949,71950,71951,71952,71953,71954,71955_80_1_3.814"
471,20,1211_1+12_420000+3_50+1110_20,11_98180+2100_11+21_4909+22_4909+23_4909+24_2454,"71951,71952,71953,71954,71955,71956,71957,71958,71959,71960_80_1_3.82"
472,20,1211_1+12_420000+3_50+1110_20,11_98580+2100_11+21_4929+22_4929+23_4929+24_2464,"71956,71957,71958,71959,71960,71961,71962,71963,71964,71965_80_1_3.826"
473,20,1211_1+12_420000+3_50+1110_20,11_98980+2100_11+21_4949+22_4949+23_4949+24_2474,"71961,71962,71963,71964,71965,71966,71967,71968,71969,71970_80_1_3.832"
474,20,1211_1+12_420000+3_50+1110_20,11_99380+2100_11+21_4969+22_4969+23_4969+24_2484,"71966,71967,71968,71969,71970,71971,71972,71973,71974,71975_80_1_3.838"
475,20,1211_1+12_420000+3_50+1110_20,11_99780+2100_11+21_4989+22_4989+23_4989+24_2494,"71971,71972,71973,71974,71975,71976,71977,71978,71979,71980_80_1_3.844"
476,20,1211_1+12_420000+3_50+1110_20,11_100180+2100_11+21_5009+22_5009+23_5009+24_2504,"71976,71977,71978,71979,71980,71981,71982,71983,71984,71985_80_1_3.85"
477,20,1211_1+12_420000+3_50+1110_20,11_100580+2100_11+21_5029+22_5029+23_5029+24_2514,"71981,71982,71983,71984,71985,71986,71987,71988,71989,71990_80_1_3.856"
478,20,1211_1+12_420000+3_50+1110_20,11_100980+2100_11+21_5049+22_5049+23_5049+24_2524,"71986,71987,71988,71989,71990,71991,71992,71993,71994,71995_80_1_3.862"
479,20,1211_1+12_420000+3_50+1110_20,11_101380+2100_11+21_5069+22_5069+23_5069+24_2534,"71991,71992,71993,71994,71995,71996,71997,71998,71999,72000_80_1_3.868"
480,20,1211_1+12_420000+3_50+1110_20,11_101780+2100_11+21_5089+22_5089+23_5089+24_2544,"71996,71997,71998,71999,72000,72001,72002,72003,72004,72005_80_1_3.874"
481,21,1211_1+12_420000+3_50+1110_20,11_102200+2100_11+21_5110+22_5110+23_5110+24_2555,"72001,72002,72003,72004,72005,72006,72007,72008,72009,72010_80_1_3.88"
482,21,1211_1+12_420000+3_50+1110_20,11_102620+2100_11+21_5131+22_5131+23_5131+24_2565,"72006,72007,72008,72009,72010,72011,72012,72013,72014,72015_80_1_3.886"
483,21,1211_1+12_420000+3_50+1110_20,11_103040+2100_11+21_5152+22_5152+23_5152+24_2576,"72011,72012,72013,72014,72015,72016,72017,72018,72019,72020_80_1_3.892"
484,21,1211_1+12_420000+3_50+1110_20,11_103460+2100_11+21_5173+22_5173+23_5173+24_2586,"72016,72017,72018,72019,72020,72021,72022,72023,72024,72025_80_1_3.898"
485,21,1211_1+12_420000+3_50+1110_20,11_103880+2100_11+21_5194+22_5194+23_5194+24_2597,"72021,72022,72023,72024,72025,72026,72027,72028,72029,72030_80_1_3.904"
486,21,1211_1+12_420000+3_50+1110_20,11_104300+2100_11+21_5215+22_5215+23_5215+24_2607,"72026,72027,72028,72029,72030,72031,72032,72033,72034,72035_80_1_3.91"
487,21,1211_1+12_420000+3_50+1110_20,11_104720+2100_11+21_5236+22_5236+23_5236+24_2618,"72031,72032,72033,72034,72035,72036,72037,72038,72039,72040_80_1_3.916"
488,21,1211_1+12_420000+3_50+1110_20,11_105140+2100_11+21_5257+22_5257+23_5257+24_2628,"72036,72037,72038,72039,72040,72041,72042,72043,72044,72045_80_1_3.922"
489,21,1211_1+12_420000+3_50+1110_20,11_105560+2100_11+21_5278+22_5278+23_5278+24_2639,"72041,72042,72043,72044,72045,72046,72047,72048,72049,72050_80_1_3.928"
490,21,1211_1+12_420000+3_50+1110_20,11_105980+2100_11+21_5299+22_5299+23_5299+24_2649,"72046,72047,72048,72049,72050,72051,72052,72053,72054,72055_80_1_3.934"
491,21,1211_1+12_420000+3_50+1110_20,11_106400+2100_11+21_5320+22_5320+23_5320+24_2660,"72051,72052,72053,72054,72055,72056,72057,72058,72059,72060_80_1_3.94"
492,21,1211_1+12_420000+3_50+1110_20,11_106820+2100_11+21_5341+22_5341+23_5341+24_2670,"72056,72057,72058,72059,72060,72061,72062,72063,72064,72065_80_1_3.946"
493,21,1211_1+12_420000+3_50+1110_20,11_107240+2100_11+21_5362+22_5362+23_5362+24_2681,"72061,72062,72063,72064,72065,72066,72067,72068,72069,72070_80_1_3.952"
494,21,1211_1+12_420000+3_50+1110_20,11_107660+2100_11+21_5383+22_5383+23_5383+24_2691,"72066,72067,72068,72069,72070,72071,72072,72073,72074,72075_80_1_3.958"
495,21,1211_1+12_420000+3_50+1110_20,11_108080+2100_11+21_5404+22_5404+23_5404+24_2702,"72071,72072,72073,72074,72075,72076,72077,72078,72079,72080_80_1_3.964"
496,21,1211_1+12_420000+3_50+1110_20,11_108500+2100_11+21_5425+22_5425+23_5425+24_2712,"72076,72077,72078,72079,72080,72081,72082,72083,72084,72085_80_1_3.97"
497,21,1211_1+12_420000+3_50+1110_20,11_108920+2100_11+21_5446+22_5446+23_5446+24_2723,"72081,72082,72083,72084,72085,72086,72087,72088,72089,72090_80_1_3.976"
498,21,1211_1+12_420000+3_50+1110_20,11_109340+2100_11+21_5467+22_5467+23_5467+24_2733,"72086,72087,72088,72089,72090,72091,72092,72093,72094,72095_80_1_3.982"
499,21,1211_1+12_420000+3_50+1110_20,11_109760+2100_11+21_5488+22_5488+23_5488+24_2744,"72091,72092,72093,72094,72095,72096,72097,72098,72099,72100_80_1_3.988"
500,21,1211_1+12_420000+3_50+1110_20,11_110180+2100_11+21_5509+22_5509+23_5509+24_2754,"72096,72097,72098,72099,72100,72101,72102,72103,72104,72105_80_1_3.994"
501,21,1211_1+12_420000+3_50+1110_20,11_110600+2100_11+21_5530+22_5530+23_5530+24_2765,"72101,72102,72103,72104,72105,72106,72107,72108,72109,72110_80_1_4"
502,21,1211_1+12_420000+3_50+1110_20,11_111020+2100_11+21_5551+22_5551+23_5551+24_2775,"72106,72107,72108,72109,72110,72111,72112,72113,72114,72115_80_1_4.006"
503,21,1211_1+12_420000+3_50+1110_20,11_111440+2100_11+21_5572+22_5572+23_5572+24_2786,"72111,72112,72113,72114,72115,72116,72117,72118,72119,72120_80_1_4.012"
504,21,1211_1+12_420000+3_50+1110_20,11_111860+2100_11+21_5593+22_5593+23_5593+24_2796,"72116,72117,72118,72119,72120,72121,72122,72123,72124,72125_80_1_4.018"
505,22,1211_1+12_420000+3_50+1110_20,11_112300+2100_12+21_5615+22_5615+23_5615+24_2807,"72121,72122,72123,72124,72125,72126,72127,72128,72129,72130_80_1_4.024"
506,22,1211_1+12_420000+3_50+1110_20,11_112740+2100_12+21_5637+22_5637+23_5637+24_2818,"72126,72127,72128,72129,72130,72131,72132,72133,72134,72135_80_1_4.03"
507,22,1211_1+12_420000+3_50+1110_20,11_113180+2100_12+21_5659+22_5659+23_5659+24_2829,"72131,72132,72133,72134,72135,72136,72137,72138,72139,72140_80_1_4.036"
508,22,1211_1+12_420000+3_50+1110_20,11_113620+2100_12+21_5681+22_5681+23_5681+24_2840,"72136,72137,72138,72139,72140,72141,72142,72143,72144,72145_80_1_4.042"
509,22,1211_1+12_420000+3_50+1110_20,11_114060+2100_12+21_5703+22_5703+23_5703+24_2851,"72141,72142,72143,72144,72145,72146,72147,72148,72149,72150_80_1_4.048"
510,22,1211_1+12_420000+3_50+1110_20,11_114500+2100_12+21_5725+22_5725+23_5725+24_2862,"72146,72147,72148,72149,72150,72151,72152,72153,72154,72155_80_1_4.054"
511,22,1211_1+12_420000+3_50+1110_20,11_114940+2100_12+21_5747+22_5747+23_5747+24_2873,"72151,72152,72153,72154,72155,72156,72157,72158,72159,72160_80_1_4.06"
512,22,1211_1+12_420000+3_50+1110_20,11_115380+2100_12+21_5769+22_5769+23_5769+24_2884,"72156,72157,72158,72159,72160,72161,72162,72163,72164,72165_80_1_4.066"
513,22,1211_1+12_420000+3_50+1110_20,11_115820+2100_12+21_5791+22_5791+23_5791+24_2895,"72161,72162,72163,72164,72165,72166,72167,72168,72169,72170_80_1_4.072"
514,22,1211_1+12_420000+3_50+1110_20,11_116260+2100_12+21_5813+22_5813+23_5813+24_2906,"72166,72167,72168,72169,72170,72171,72172,72173,72174,72175_80_1_4.078"
515,22,1211_1+12_420000+3_50+1110_20,11_116700+2100_12+21_5835+22_5835+23_5835+24_2917,"72171,72172,72173,72174,72175,72176,72177,72178,72179,72180_80_1_4.084"
516,22,1211_1+12_420000+3_50+1110_20,11_117140+2100_12+21_5857+22_5857+23_5857+24_2928,"72176,72177,72178,72179,72180,72181,72182,72183,72184,72185_80_1_4.09"
517,22,1211_1+12_420000+3_50+1110_20,11_117580+2100_12+21_5879+22_5879+23_5879+24_2939,"72181,72182,72183,72184,72185,72186,72187,72188,72189,72190_80_1_4.096"
518,22,1211_1+12_420000+3_50+1110_20,11_118020+2100_12+21_5901+22_5901+23_5901+24_2950,"72186,72187,72188,72189,72190,72191,72192,72193,72194,72195_80_1_4.102"
