ST,ID,Rare,MaxUse,SkillStone,Icon,Name,Des,ImpactBy,UpDes,UpType,UpVal,InitVal,SkillP,ReadyRound,Effect,Buff,Dbuff,Name_en,Des_en,UpDes_en
1,1045,5,0,0,FX_slash_34+FX_slash_49,{狂风肆虐},"{从第1回合起},{自身部队},{处于永恒状态},{属性不会发生改变},{使3个我方部队} {造成伤害提高}({受速度属性影响}),{并且} {使3个敌方部队} {受到伤害提高} 15.2%({受破坏属性影响})",0.152,{造成伤害提高},5,0.0076,0.076,1,0,0,89_1_7_1_1_0_0_0_0_8_0_0+5_1_4_3_1_0.076_0_0_0_8_1_1+7_1_2_3_1_0.152_0_0_0_8_0_1,0,Rampaging Wind,"From The 1st Round,Own Troop,In An Eternal State,Attribute Will Not Be Changed,Make 3 Of our Troops DMG Dealt Increased(Affected By Spd Attribute),And Make 3 Of Enemy Troops DMG Taken Increased 15.2%(Affected By DES Attribute)",DMG Dealt Increased
1,1046,5,0,0,FX_slash_55+FX_slash_49,{坚不可摧},"{从第1回合起},{自身部队},{处于永恒状态},{属性不会发生改变},{使3个我方部队} {受到伤害降低}({受防御属性影响}),{并且} {使3个敌方部队} {造成伤害降低} 15.2%({受破坏属性影响})",0.152,{受到伤害降低},8,0.0076,0.076,1,0,0,89_1_7_1_1_0_0_0_0_8_0_0+8_1_4_3_1_0.076_0_0_0_8_1_1+6_1_2_3_1_0.152_0_0_0_8_0_1,0,Indestructible,"From The 1st Round,Own Troop,In An Eternal State,Attribute Will Not Be Changed,Make 3 Of our Troops DMG Taken Reduced(Affected By DEF Attribute),And Make 3 Of Enemy Troops DMG Dealt Reduced 15.2%(Affected By DES Attribute)",DMG Taken Reduced
1,1047,5,0,0,FX_slash_55+FX_slash_49,{寒冰禁锢},"{从第1回合起},{自身部队},{处于永恒状态},{属性不会发生改变},{使3个我方部队} {受到普通攻击时},100% {反击}({伤害系数} 1.69),{并且} {使3个敌方部队} {所有属性降低}({受破坏属性影响})",0.152,{所有属性降低},28,0.0076,0.076,1,0,0,89_1_7_1_1_0_0_0_0_8_0_0+81_1_4_3_1_1.69_0_0_0_8_0_0+28_1_2_3_1_0.076_0_0_0_8_1_1,0,Ice Prison,"From The 1st Round,Own Troop,In An Eternal State,Attribute Will Not Be Changed,Make 3 Of our Troops When Receiving A Normal ATK,100% Counterattack(DMG Coefficient 1.69),And Make 3 Of Enemy Troops All Attributes Reduced(Affected By DES Attribute)",All Attributes Reduced
1,1048,5,0,0,FX_slash_55+FX_slash_49,{焰焚之域},"{从第1回合起},{自身部队},{处于永恒状态},{属性不会发生改变},{使3个敌方部队} {受到伤害提高} 15.2%({受破坏属性影响}),{并且} {使3个敌方部队} {所有属性降低}({受破坏属性影响})",0.152,{所有属性降低},28,0.0076,0.076,1,0,0,89_1_7_1_1_0_0_0_0_8_0_0+7_1_2_3_1_0.152_0_0_0_8_0_1+28_1_2_3_1_0.076_0_0_0_8_1_1,0,Burning Realm,"From The 1st Round,Own Troop,In An Eternal State,Attribute Will Not Be Changed,Make 3 Of Enemy Troops DMG Taken Increased 15.2%(Affected By DES Attribute),And Make 3 Of Enemy Troops All Attributes Reduced(Affected By DES Attribute)",All Attributes Reduced
2,3,3,2,1,FX_slash_18,{凝神},"{自身部队},{恢复兵力}",1.14,{治疗系数},3,0.057,0.57,0.35,0,102_0_7_1_1_0.57_0_0_0_0_1_0,0,0,Concentrate,"Own Troop,Restore Life",Healing Coefficient
2,6,3,0,0,FX_slash_18,{治疗曲},"{使2个我方部队},{恢复兵力}",0.6,{治疗系数},3,0.03,0.3,0.35,0,102_0_4_2_1_0.30_0_0_0_0_1_0,0,0,Therapy Song,"Make 2 Of our Troops,Restore Life",Healing Coefficient
2,4,3,0,0,Self_1003,{御守},"{自身部队},{获得1层护盾,可以抵挡1次伤害}",0.4,{技能触发概率},45,0.02,0.2,0.4,0,0,73_0_7_1_1_0_0_1_0_8_0_0,0,Amulet,"Own Troop,Gain 1 Layer Of Shield, Which Can Block 1 DMG",Skill Trigger Probability
2,1,3,0,0,FX_slash_23,{雪舞},"{自身部队},{受到伤害降低}({受防御属性影响}),{持续2回合}",0.125,{受到伤害降低},8,0.0062,0.063,0.3,0,0,8_0_7_1_1_0.063_0_0_0_2_1_1,0,Snow Dance,"Own Troop,DMG Taken Reduced(Affected By DEF Attribute),Lasting For 2 Rounds",DMG Taken Reduced
2,2,3,0,0,FX_slash_34,{战意},"{自身部队},{造成伤害提高}({受速度属性影响}),{持续2回合}",0.125,{造成伤害提高},5,0.0062,0.063,0.3,0,0,5_0_7_1_1_0.063_0_0_0_2_1_1,0,Fight Spirit,"Own Troop,DMG Dealt Increased(Affected By Spd Attribute),Lasting For 2 Rounds",DMG Dealt Increased
2,5,3,0,0,FX_slash_64,{神斩},{对1个敌方部队发动攻击},1.28,{伤害系数},2,0.064,0.64,0.35,0,101_0_2_1_1_0.64_0_0_0_0_1_0,0,0,Ghost Slash,ATK 1 Enemy Troop,DMG Coefficient
2,7,3,0,0,ComboAtt,{爪击},{对1个敌方部队发动攻击},1.5,{伤害系数},2,0.075,0.75,0.3,0,101_0_2_1_1_0.75_0_0_0_0_1_0,0,0,Claw Strike,ATK 1 Enemy Troop,DMG Coefficient
2,17,3,0,0,FX_slash_54,{刺骨},"{对1个敌方部队发动攻击},{并且使目标敌人} {攻击属性降低} 8.0({受破坏属性影响}),{持续2回合}",1.1,{伤害系数},2,0.055,0.55,0.35,0,101_0_2_1_1_0.55_0_0_0_0_1_0,14_0_0_1_1_0_8.0_0_0_2_0_1,0,Biting,"ATK 1 Enemy Troop,And Make The Target Enemy ATK Reduced 8.0(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,18,3,0,0,FX_slash_64,{剑影之刃},"{对1个敌方部队发动攻击},{并且使目标敌人} {防御属性降低} 8.0({受破坏属性影响}),{持续2回合}",1.1,{伤害系数},2,0.055,0.55,0.35,0,101_0_2_1_1_0.55_0_0_0_0_1_0,15_0_0_1_1_0_8.0_0_0_2_0_1,0,Blade Shadow,"ATK 1 Enemy Troop,And Make The Target Enemy DEF Reduced 8.0(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,12,3,2,1,FX_slash_64,{剑破},{对2个敌方部队发动攻击},1,{伤害系数},2,0.05,0.5,0.3,0,101_0_2_2_1_0.50_0_0_0_0_1_0,0,0,Sword Break,ATK 2 Enemy Troops,DMG Coefficient
2,14,3,0,0,FX_slash_11,{焚天},"{对2个敌方部队发动攻击},{并且使目标敌人} {攻击属性降低} 5.2({受破坏属性影响}),{持续2回合}",0.72,{伤害系数},2,0.036,0.36,0.35,0,101_0_2_2_1_0.36_0_0_0_0_1_0,14_0_0_2_1_0_5.2_0_0_2_0_1,0,Burning Sky,"ATK 2 Enemy Troops,And Make The Target Enemy ATK Reduced 5.2(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,15,3,0,0,FX_slash_43,{月光残响},"{对2个敌方部队发动攻击},{并且使目标敌人} {防御属性降低} 5.2({受破坏属性影响}),{持续2回合}",0.72,{伤害系数},2,0.036,0.36,0.35,0,101_0_2_2_1_0.36_0_0_0_0_1_0,15_0_0_2_1_0_5.2_0_0_2_0_1,0,Remnant Moonlight,"ATK 2 Enemy Troops,And Make The Target Enemy DEF Reduced 5.2(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,19,3,2,1,FX_slash_46,{无望},"{使2个敌方部队},{在每回合行动前},{受到燃烧伤害},{持续2回合}",0.6,{伤害系数},2,0.03,0.3,0.4,0,0,108_0_2_2_1_0.3_0_0_0_2_1_0,0,Hopeless,"Make 2 Of Enemy Troops,Before Each Round,Burning DMG Taken,Lasting For 2 Rounds",DMG Coefficient
2,20,3,2,1,FX_slash_15,{霜降},"{使2个敌方部队},{在每回合行动前},{受到咒术伤害},{持续2回合}",0.6,{伤害系数},2,0.03,0.3,0.4,0,0,109_0_2_2_1_0.3_0_0_0_2_1_0,0,Frost,"Make 2 Of Enemy Troops,Before Each Round,Curse DMG Taken,Lasting For 2 Rounds",DMG Coefficient
2,13,3,0,0,FX_slash_44,{涟漪},"{1回合准备时间},{对2个敌方部队发动攻击}",1.1,{伤害系数},2,0.055,0.55,0.5,1,101_0_2_2_1_0.53_0_0_0_0_1_0,0,0,Ripple,"1 Round  Preparation Time,ATK 2 Enemy Troops",DMG Coefficient
2,8,3,2,1,FX_slash_40,{灼华},"{使1个敌方部队},{处于沉默状态},{无法发动战术技能},{持续2回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,116_0_2_1_1_0_0_0_0_2_0_0,0,Burning Flower,"Make 1 Of Enemy Troop,In A Silenced State,Cannot Launch Tactical Skills,Lasting For 2 Rounds",Skill Trigger Probability
2,9,3,2,1,FX_slash_59,{迷惑},"{使1个敌方部队},{处于缴械状态},{无法进行普通攻击},{持续2回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,115_0_2_1_1_0_0_0_0_2_0_0,0,Confuse,"Make 1 Of Enemy Troop,In A Disarmed State,Cannot Launch Normal ATK,Lasting For 2 Rounds",Skill Trigger Probability
2,10,3,0,0,FX_slash_10,{曜羽},"{使1个敌方部队},{处于眩晕状态},{无法行动},{持续1回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,114_0_2_1_1_0_0_0_0_1_0_0,0,Dazzle Feather,"Make 1 Of Enemy Troop,In A Stunned State,Unable To Move,Lasting For 1 Round",Skill Trigger Probability
2,11,3,0,0,FX_slash_59,{魅影},"{使1个敌方部队},{处于混乱状态},{进行无差别攻击},{持续1回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,117_0_2_1_1_0_0_0_0_1_0_0,0,Phantom,"Make 1 Of Enemy Troop,In A Chaos State,Carry Out Undifferentiated ATK,Lasting For 1 Round",Skill Trigger Probability
2,16,3,2,1,FX_slash_22,{净化之灵},"{使1个我方部队},{净化由战术技能和追击技能带来的不良效果},{并且} {防御属性提高} 8.0({受防御属性影响}),{持续2回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,121_0_4_1_1_0_0_0_0_0_0_0,10_0_0_1_1_0_8.0_0_0_2_0_1,0,Purify Mind,"Make 1 Of our Troop,Purify The Harmful Effect Produced By Tactical And Pursuit Skill,And DEF Attribute Increased 8.0(Affected By DEF Attribute),Lasting For 2 Rounds",Skill Trigger Probability
2,22,4,1,1,FX_slash_18,{复苏},"{使2个我方部队},{恢复兵力}",0.8,{治疗系数},3,0.04,0.4,0.35,0,102_0_4_2_1_0.4_0_0_0_0_1_0,0,0,Anabiosis,"Make 2 Of our Troops,Restore Life",Healing Coefficient
2,108,4,1,1,FX_slash_18,{生灵果},"{使2个我方部队},{在每回合行动前},{恢复兵力},{持续2回合}",0.65,{治疗系数},3,0.033,0.32,0.35,0,0,107_0_4_2_1_0.32_0_0_0_2_1_0,0,Fruit Life,"Make 2 Of our Troops,Before Each Round,Restore Life,Lasting For 2 Rounds",Healing Coefficient
2,49,4,1,1,FX_slash_18,{神圣之光},"{使2个我方部队},{恢复兵力},{并且} 50%{概率} {净化由战术技能和追击技能带来的不良效果}",0.65,{治疗系数},3,0.033,0.32,0.35,0,102_0_4_2_1_0.32_0_0_0_0_1_0+121_0_0_2_0.50_0_0_0_0_0_0_0,0,0,Divine Light,"Make 2 Of our Troops,Restore Life,And 50%Probability Purify The Harmful Effect Produced By Tactical And Pursuit Skill",Healing Coefficient
2,47,4,0,0,FX_slash_18,{镜语},"{使2个我方部队},{恢复兵力},{并且} {攻击属性提高} 7.4({受防御属性影响}),{持续2回合}",0.8,{治疗系数},3,0.04,0.4,0.35,0,102_0_4_2_1_0.40_0_0_0_0_1_0,9_0_0_2_1_0_7.4_0_0_2_0_1,0,Mirror Whisper,"Make 2 Of our Troops,Restore Life,And ATK Attribute Increased 7.4(Affected By DEF Attribute),Lasting For 2 Rounds",Healing Coefficient
2,32,4,1,1,FX_slash_18,{精灵挽歌},"{使2个我方部队},{恢复兵力},{并且} {防御属性提高} 7.4({受防御属性影响}),{持续2回合}",0.7,{治疗系数},3,0.035,0.35,0.35,0,102_0_4_2_1_0.35_0_0_0_0_1_0,10_0_0_2_1_0_7.4_0_0_2_0_1,0,Elf Elegy,"Make 2 Of our Troops,Restore Life,And DEF Attribute Increased 7.4(Affected By DEF Attribute),Lasting For 2 Rounds",Healing Coefficient
2,48,4,0,0,FX_slash_18,{清新},"{使2个我方部队},{恢复兵力}({治疗系数} 0.66),{并且} {受到伤害降低} ({受防御属性影响}),{持续2回合}",0.08,{受到伤害降低},8,0.004,0.04,0.35,0,102_0_4_2_1_0.66_0_0_0_0_0_0,8_0_0_2_1_0.04_0_0_0_2_1_1,0,Refreshing,"Make 2 Of our Troops,Restore Life(Healing Coefficient 0.66),And DMG Taken Reduced (Affected By DEF Attribute),Lasting For 2 Rounds",DMG Taken Reduced
2,107,4,1,1,FX_slash_18,{云中诗},"{1回合准备时间},{使2个我方部队},{恢复兵力}",1.38,{治疗系数},3,0.069,0.69,0.4,1,102_0_4_2_1_0.63_0_0_0_0_1_0,0,0,Poetry Cloud,"1 Round  Preparation Time,Make 2 Of our Troops,Restore Life",Healing Coefficient
2,23,4,1,1,FX_slash_20,{心灵救赎},"{自身部队},{处于专注状态},{免疫}：{缴械}、{沉默}、{眩晕}、{混乱}、{嘲讽},{持续2回合}",0.35,{技能触发概率},45,0.017,0.18,0.35,0,0,113_0_7_1_1_0_0_0_0_2_0_0,0,Soul Redemption,"Own Troop,In A Focused State,Immune：Disarm、Silence、Stun、Chaos、Taunts,Lasting For 2 Rounds",Skill Trigger Probability
2,45,4,0,0,FX_slash_34,{狂刀},"{自身部队},{处于强袭状态},{攻击附加真实伤害}({受攻击属性影响}),{并且} {攻击属性提高} 11.4({受防御属性影响}),{持续2回合}",30,{真实伤害基数},41,1.5,15,0.4,0,0,70_0_7_1_1_0_15_0_0_2_1_1+9_0_0_1_1_0_11.4_0_0_2_0_1,0,Mad Knife,"Own Troop,In An Assaulted State,ATK Adds Real DMG(Affected By ATK Attribute),And ATK Attribute Increased 11.4(Affected By DEF Attribute),Lasting For 2 Rounds",Real DMG Base
2,21,4,1,1,FX_slash_55,{格挡},"{自身部队},{净化由战术技能和追击技能带来的不良效果},{并且} {防御属性提高} 11.4({受防御属性影响}),{并保护我方部队,为其抵挡普通攻击},{持续2回合}",0.4,{技能触发概率},45,0.02,0.2,0.4,0,121_0_7_1_1_0_0_0_0_0_0_0,10_0_7_1_1_0_11.4_0_0_2_0_1+120_0_6_2_1_0_0_0_0_2_0_0,0,Block,"Own Troop,Purify The Harmful Effect Produced By Tactical And Pursuit Skill,And DEF Attribute Increased 11.4(Affected By DEF Attribute),And Protect Our Troops From Normal ATK,Lasting For 2 Rounds",Skill Trigger Probability
2,46,4,0,0,Self_1003,{暗影护盾},"{自身部队},{获得1层护盾,可以抵挡1次伤害},{并且} {造成伤害提高}({受速度属性影响}),{持续2回合}",0.152,{造成伤害提高},5,0.0076,0.076,0.35,0,0,73_0_7_1_1_0_0_1_0_8_0_0+5_0_0_1_1_0.076_0_0_0_2_1_1,0,Shadow Shield,"Own Troop,Gain 1 Layer Of Shield, Which Can Block 1 DMG,And DMG Dealt Increased(Affected By Spd Attribute),Lasting For 2 Rounds",DMG Dealt Increased
2,106,4,1,1,Self_1003,{星月贝壳},"{使2个我方部队},{获得1层护盾,可以抵挡1次伤害}",0.3,{技能触发概率},45,0.015,0.15,0.3,0,0,73_0_4_2_1_0_0_1_0_8_0_0,0,Star Moon Shell,"Make 2 Of our Troops,Gain 1 Layer Of Shield, Which Can Block 1 DMG",Skill Trigger Probability
2,38,4,1,1,ComboAtt,{猫刃},{对1个敌方部队发动攻击},1.67,{伤害系数},2,0.083,0.84,0.35,0,101_0_2_1_1_0.84_0_0_0_0_1_0,0,0,Cat Blade,ATK 1 Enemy Troop,DMG Coefficient
2,42,4,1,1,FX_slash_65,{蔷薇刃},{对2个敌方部队发动攻击},1.1,{伤害系数},2,0.055,0.55,0.35,0,101_0_2_2_1_0.55_0_0_0_0_1_0,0,0,Rose Blade,ATK 2 Enemy Troops,DMG Coefficient
2,57,4,0,0,AddDbuff+FX_slash_37,{骑士锋芒},"{对2个敌方部队发动攻击},{但是} {自身部队},{受到伤害提高} 15.2%({不受属性影响}),{持续1回合}",1.3,{伤害系数},2,0.065,0.65,0.4,0,101_0_2_2_1_0.65_0_0_0_0_1_0,7_0_7_1_1_0.152_0_0_0_1_0_0,0,Knight Talent,"ATK 2 Enemy Troops,But Own Troop,DMG Taken Increased 15.2%(Not Affected By Attribute),Lasting For 1 Round",DMG Coefficient
2,35,4,1,1,FX_slash_53,{百花缭乱},{对3个敌方部队发动攻击},0.81,{伤害系数},2,0.04,0.41,0.35,0,101_0_2_3_1_0.41_0_0_0_0_1_0,0,0,Sparkly Flowers,ATK 3 Enemy Troops,DMG Coefficient
2,51,4,0,0,FX_slash_29,{藤曼缠绕},"{对3个敌方部队发动攻击},{并且使目标敌人} {速度属性降低} 9.6({受破坏属性影响}),{持续2回合}",0.81,{伤害系数},2,0.04,0.41,0.4,0,101_0_2_3_1_0.41_0_0_0_0_1_0,17_0_0_3_1_0_9.6_0_0_2_0_1,0,Vines Entwine,"ATK 3 Enemy Troops,And Make The Target Enemy Spd Attribute Reduced 9.6(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,34,4,1,1,FX_slash_60,{百花剑},"{对2个敌方部队},{发动1～3次攻击}",0.66,{伤害系数},2,0.033,0.33,0.3,0,101_0_2_2_1_0.33_0_0_0_0_1_0+101_0_0_2_0.4_0.33_0_0_0_0_1_0+101_0_0_2_0.4_0.33_0_0_0_0_1_0,0,0,Flowers Sword,"To 2 Enemy Troops,Launch 1-3 ATK",DMG Coefficient
2,103,4,1,1,FX_slash_60,{玫瑰剑},"{对3个敌方部队},{发动1～3次攻击}",0.48,{伤害系数},2,0.024,0.24,0.3,0,101_0_2_3_1_0.24_0_0_0_0_1_0+101_0_0_3_0.40_0.24_0_0_0_0_1_0+101_0_0_3_0.40_0.24_0_0_0_0_1_0,0,0,Rose Sword,"To 3 Enemy Troops,Launch 1-3 ATK",DMG Coefficient
2,92,4,0,0,FX_slash_54,{飞花},"{对3个敌方部队},{发动1～3次攻击}",0.48,{伤害系数},2,0.024,0.24,0.35,0,101_0_2_3_1_0.24_0_0_0_0_1_0+101_0_0_3_0.40_0.24_0_0_0_0_1_0+101_0_0_3_0.40_0.24_0_0_0_0_1_0,0,0,Fly Flowers,"To 3 Enemy Troops,Launch 1-3 ATK",DMG Coefficient
2,113,5,0,0,FX_slash_51,{缚灵斩},"{对3个敌方部队},{发动2～3次攻击}",0.48,{伤害系数},2,0.024,0.24,0.45,0,101_0_2_3_1_0.24_0_0_0_0_1_0+101_0_0_3_1_0.24_0_0_0_0_1_0+101_0_0_3_0.40_0.24_0_0_0_0_1_0,0,0,Binding Slash,"To 3 Enemy Troops,Launch 2-3 ATK",DMG Coefficient
2,33,4,1,1,ComboAtt,{利爪},"{1回合准备时间},{对1个敌方部队发动攻击}",2.52,{伤害系数},2,0.126,1.26,0.45,1,101_0_2_1_1_1.20_0_0_0_0_1_0,0,0,Sharp Claw,"1 Round  Preparation Time,ATK 1 Enemy Troop",DMG Coefficient
2,26,4,1,1,FX_slash_38,{百兽行},"{1回合准备时间},{对2个敌方部队发动攻击}",1.7,{伤害系数},2,0.085,0.85,0.45,1,101_0_2_2_1_0.78_0_0_0_0_1_0,0,0,Walking Beasts,"1 Round  Preparation Time,ATK 2 Enemy Troops",DMG Coefficient
2,37,4,1,1,FX_slash_52,{蓄力斩},"{1回合准备时间},{对3个敌方部队发动攻击}",1.2,{伤害系数},2,0.06,0.6,0.45,1,101_0_2_3_1_0.55_0_0_0_0_1_0,0,0,Charged Slash,"1 Round  Preparation Time,ATK 3 Enemy Troops",DMG Coefficient
2,52,4,0,0,FX_slash_14,{自然魔法},"{对1个敌方部队发动攻击},{并且使目标敌人} {防御属性降低} 11.4({受破坏属性影响}),{持续2回合}",1.67,{伤害系数},2,0.083,0.84,0.35,0,101_0_2_1_1_0.84_0_0_0_0_1_0,15_0_0_1_1_0_11.4_0_0_2_0_1,0,Natural Magic,"ATK 1 Enemy Troop,And Make The Target Enemy DEF Reduced 11.4(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,53,4,0,0,Self_1085,{惊弓一箭},"{对1个敌方部队发动攻击},{并且使目标敌人} {攻击属性降低} 11.4({受破坏属性影响}),{持续2回合}",1.67,{伤害系数},2,0.083,0.84,0.35,0,101_0_2_1_1_0.84_0_0_0_0_1_0,14_0_0_1_1_0_11.4_0_0_2_0_1,0,Startled Arrow,"ATK 1 Enemy Troop,And Make The Target Enemy ATK Reduced 11.4(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,24,4,1,1,FX_slash_27,{冰魄},"{对2个敌方部队发动攻击},{并且使目标敌人} {攻击属性降低} 7.4({受破坏属性影响}),{持续2回合}",0.9,{伤害系数},2,0.045,0.45,0.35,0,101_0_2_2_1_0.45_0_0_0_0_1_0,14_0_0_2_1_0_7.40_0_0_2_0_1,0,Ice Soul,"ATK 2 Enemy Troops,And Make The Target Enemy ATK Reduced 7.4(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,25,4,1,1,FX_slash_39,{箭雨},"{对2个敌方部队发动攻击},{并且使目标敌人} {防御属性降低} 7.4({受破坏属性影响}),{持续2回合}",0.9,{伤害系数},2,0.045,0.45,0.35,0,101_0_2_2_1_0.45_0_0_0_0_1_0,15_0_0_2_1_0_7.40_0_0_2_0_1,0,Arrow Rain,"ATK 2 Enemy Troops,And Make The Target Enemy DEF Reduced 7.4(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,31,4,1,1,FX_slash_35,{威慑},"{对2个敌方部队发动攻击},{并且使目标敌人} {移除目标由战术技能和追击技能产生的增益效果}",0.9,{伤害系数},2,0.045,0.45,0.35,0,101_0_2_2_1_0.45_0_0_0_0_1_0+122_0_0_2_1_0_0_0_0_0_0_0,0,0,Daunt,"ATK 2 Enemy Troops,And Make The Target Enemy Dissolves The Beneficial Effect Of Tactical And Pursuit Skill",DMG Coefficient
2,39,4,1,1,FX_slash_38,{正义裁决},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {攻击属性降低}11.4({受破坏属性影响}),{持续2回合}",1.62,{伤害系数},2,0.081,0.81,0.4,1,101_0_2_2_1_0.74_0_0_0_0_1_0,14_0_0_2_1_0_11.4_0_0_2_0_1,0,Just Ruling,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy ATK Reduced11.4(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,40,4,1,1,FX_slash_28,{光明魔法},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {防御属性降低}11.4({受破坏属性影响}),{持续2回合}",1.62,{伤害系数},2,0.081,0.81,0.4,1,101_0_2_2_1_0.74_0_0_0_0_1_0,15_0_0_2_1_0_11.4_0_0_2_0_1,0,Light Magic,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy DEF Reduced11.4(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,28,4,1,1,FX_slash_43,{破空},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {攻击属性降低}8.0%({受破坏属性影响}),{持续2回合}",1.62,{伤害系数},2,0.081,0.81,0.4,1,101_0_2_2_1_0.74_0_0_0_0_1_0,24_0_0_2_1_0.08_0_0_0_2_0_1,0,Breaking Sky,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy ATK Reduced8.0%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,29,4,1,1,FX_slash_43,{穿云},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {防御属性降低}8.0%({受破坏属性影响}),{持续2回合}",1.62,{伤害系数},2,0.081,0.81,0.4,1,101_0_2_2_1_0.74_0_0_0_0_1_0,25_0_0_2_1_0.08_0_0_0_2_0_1,0,Through Cloud,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy DEF Reduced8.0%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,27,4,1,1,FX_slash_46,{烈炎术},"{1回合准备时间},{使3个敌方部队},{在每回合行动前},{受到燃烧伤害},{持续2回合}",1.04,{伤害系数},2,0.052,0.52,0.4,1,0,108_0_2_3_1_0.48_0_0_0_2_1_0,0,Fiery Spell,"1 Round  Preparation Time,Make 3 Of Enemy Troops,Before Each Round,Burning DMG Taken,Lasting For 2 Rounds",DMG Coefficient
2,30,4,1,1,FX_slash_19,{魔法风暴},"{1回合准备时间},{使3个敌方部队},{在每回合行动前},{受到咒术伤害},{持续2回合}",1.04,{伤害系数},2,0.052,0.52,0.4,1,0,109_0_2_3_1_0.48_0_0_0_2_1_0,0,Magic Storm,"1 Round  Preparation Time,Make 3 Of Enemy Troops,Before Each Round,Curse DMG Taken,Lasting For 2 Rounds",DMG Coefficient
2,54,4,0,0,FX_slash_37,{精准射击},"{1回合准备时间},{对2个敌方部队发动攻击},{并且使目标敌人} {受到伤害提高} 8.0%({受破坏属性影响}),{持续2回合}",1.74,{伤害系数},2,0.087,0.87,0.45,1,101_0_2_2_1_0.72_0_0_0_0_1_0,7_0_0_2_1_0.08_0_0_0_2_0_1,0,Precise Shoot,"1 Round  Preparation Time,ATK 2 Enemy Troops,And Make The Target Enemy DMG Taken Increased 8.0%(Affected By DES Attribute),Lasting For 2 Rounds",DMG Coefficient
2,56,4,0,0,FX_slash_5,{九尾咒术},"{1回合准备时间},{使3个敌方部队},{在每回合行动前},{受到咒术伤害},{持续2回合}",1.1,{伤害系数},2,0.055,0.55,0.45,1,0,109_0_2_3_1_0.50_0_0_0_2_1_0,0,Fox Spell,"1 Round  Preparation Time,Make 3 Of Enemy Troops,Before Each Round,Curse DMG Taken,Lasting For 2 Rounds",DMG Coefficient
2,36,4,1,1,FX_slash_34,{能量魔法},"{使2个我方部队},{造成伤害提高}({受速度属性影响}),{持续2回合}",0.08,{造成伤害提高},5,0.004,0.04,0.3,0,0,5_0_4_2_1_0.04_0_0_0_2_1_1,0,Energy Magic,"Make 2 Of our Troops,DMG Dealt Increased(Affected By Spd Attribute),Lasting For 2 Rounds",DMG Dealt Increased
2,105,4,1,1,FX_slash_22,{春之域},"{使2个我方部队},{受到伤害降低}({受防御属性影响}),{持续2回合}",0.08,{受到伤害降低},8,0.004,0.04,0.3,0,0,8_0_4_2_1_0.04_0_0_0_2_1_1,0,Springtime,"Make 2 Of our Troops,DMG Taken Reduced(Affected By DEF Attribute),Lasting For 2 Rounds",DMG Taken Reduced
2,43,4,1,1,Self_1085,{穿甲箭},"{使2个敌方部队},{受到伤害提高}({受破坏属性影响}),{持续2回合}",0.08,{受到伤害提高},7,0.004,0.04,0.3,0,0,7_0_2_2_1_0.04_0_0_0_2_1_1,0,Pierce Arrow,"Make 2 Of Enemy Troops,DMG Taken Increased(Affected By DES Attribute),Lasting For 2 Rounds",DMG Taken Increased
2,44,4,1,1,Self_1085,{灵魂射击},"{使2个敌方部队},{造成伤害降低}({受破坏属性影响}),{持续2回合}",0.08,{造成伤害降低},6,0.004,0.04,0.3,0,0,6_0_2_2_1_0.04_0_0_0_2_1_1,0,Soul Shot,"Make 2 Of Enemy Troops,DMG Dealt Reduced(Affected By DES Attribute),Lasting For 2 Rounds",DMG Dealt Reduced
