name,id,lv,power,need_build,food,wood,stone,iron,time,des,effect,name_en,des_en
{商店}({等级} 18),12,18,48557,8_18,700916,700916,700916,350458,841100,{金币} {产量}_+620/{小时},200_620,Store(Lv 18),Gold Coin Output_+620/H
{商店}({等级} 19),12,19,67192,8_19,931750,931750,931750,465875,1118100,{金币} {产量}_+650/{小时},200_650,Store(Lv 19),Gold Coin Output_+650/H
{商店}({等级} 20),12,20,91667,8_20,1223750,1223750,1223750,611875,1468500,{金币} {产量}_+680/{小时},200_680,Store(Lv 20),Gold Coin Output_+680/H
{商店}({等级} 21),12,21,123463,8_21,1589833,1589833,1589833,794916,1907800,{金币} {产量}_+720/{小时},200_720,Store(Lv 21),Gold Coin Output_+720/H
{商店}({等级} 22),12,22,164368,8_22,2045250,2045250,2045250,1022625,2454300,{金币} {产量}_+760/{小时},200_760,Store(Lv 22),Gold Coin Output_+760/H
{商店}({等级} 23),12,23,216522,8_23,2607666,2607666,2607666,1303833,3129200,{金币} {产量}_+800/{小时},200_800,Store(Lv 23),Gold Coin Output_+800/H
{商店}({等级} 24),12,24,282478,8_24,3297833,3297833,3297833,1648916,3957400,{金币} {产量}_+840/{小时},200_840,Store(Lv 24),Gold Coin Output_+840/H
{商店}({等级} 25),12,25,365268,8_25,4139500,4139500,4139500,2069750,4967400,{金币} {产量}_+900/{小时},200_900,Store(Lv 25),Gold Coin Output_+900/H
{贸易站}({等级} 1),13,1,40,1_9,25,25,25,0,10,{金币} {产量}_+100/{小时}${每日接收资源上限}({铁锭} {减半})_200000,200_100+71_200000,Trade Station(Lv 1),Gold Coin Output_+100/H$Daily Resources Collection Upper(Iron Halving)_200000
{贸易站}({等级} 2),13,2,80,1_9,50,50,50,0,30,{金币} {产量}_+110/{小时}${每日接收资源上限}({铁锭} {减半})_220000,200_110+71_220000,Trade Station(Lv 2),Gold Coin Output_+110/H$Daily Resources Collection Upper(Iron Halving)_220000
{贸易站}({等级} 3),13,3,120,1_9,100,100,100,0,120,{金币} {产量}_+120/{小时}${每日接收资源上限}({铁锭} {减半})_240000,200_120+71_240000,Trade Station(Lv 3),Gold Coin Output_+120/H$Daily Resources Collection Upper(Iron Halving)_240000
{贸易站}({等级} 4),13,4,160,1_9,483,483,483,0,300,{金币} {产量}_+130/{小时}${每日接收资源上限}({铁锭} {减半})_260000,200_130+71_260000,Trade Station(Lv 4),Gold Coin Output_+130/H$Daily Resources Collection Upper(Iron Halving)_260000
{贸易站}({等级} 5),13,5,200,1_9,1333,1333,1333,0,1600,{金币} {产量}_+140/{小时}${每日接收资源上限}({铁锭} {减半})_280000,200_140+71_280000,Trade Station(Lv 5),Gold Coin Output_+140/H$Daily Resources Collection Upper(Iron Halving)_280000
{贸易站}({等级} 6),13,6,240,1_9,3000,3000,3000,0,3600,{金币} {产量}_+150/{小时}${每日接收资源上限}({铁锭} {减半})_300000,200_150+71_300000,Trade Station(Lv 6),Gold Coin Output_+150/H$Daily Resources Collection Upper(Iron Halving)_300000
{贸易站}({等级} 7),13,7,300,1_9,6000,6000,6000,0,7200,{金币} {产量}_+160/{小时}${每日接收资源上限}({铁锭} {减半})_320000,200_160+71_320000,Trade Station(Lv 7),Gold Coin Output_+160/H$Daily Resources Collection Upper(Iron Halving)_320000
{贸易站}({等级} 8),13,8,452,1_9,11666,11666,11666,0,14000,{金币} {产量}_+170/{小时}${每日接收资源上限}({铁锭} {减半})_340000,200_170+71_340000,Trade Station(Lv 8),Gold Coin Output_+170/H$Daily Resources Collection Upper(Iron Halving)_340000
{贸易站}({等级} 9),13,9,888,1_9,21833,21833,21833,10916,26200,{金币} {产量}_+180/{小时}${每日接收资源上限}({铁锭} {减半})_360000,200_180+71_360000,Trade Station(Lv 9),Gold Coin Output_+180/H$Daily Resources Collection Upper(Iron Halving)_360000
{贸易站}({等级} 10),13,10,1615,7_10,36333,36333,36333,18166,43600,{金币} {产量}_+190/{小时}${每日接收资源上限}({铁锭} {减半})_380000,200_190+71_380000,Trade Station(Lv 10),Gold Coin Output_+190/H$Daily Resources Collection Upper(Iron Halving)_380000
{贸易站}({等级} 11),13,11,2773,7_11,57916,57916,57916,28958,69500,{金币} {产量}_+200/{小时}${每日接收资源上限}({铁锭} {减半})_400000,200_200+71_400000,Trade Station(Lv 11),Gold Coin Output_+200/H$Daily Resources Collection Upper(Iron Halving)_400000
{贸易站}({等级} 12),13,12,4555,7_12,89083,89083,89083,44541,106900,{金币} {产量}_+220/{小时}${每日接收资源上限}({铁锭} {减半})_440000,200_220+71_440000,Trade Station(Lv 12),Gold Coin Output_+220/H$Daily Resources Collection Upper(Iron Halving)_440000
{贸易站}({等级} 13),13,13,7208,7_13,132666,132666,132666,66333,159200,{金币} {产量}_+240/{小时}${每日接收资源上限}({铁锭} {减半})_480000,200_240+71_480000,Trade Station(Lv 13),Gold Coin Output_+240/H$Daily Resources Collection Upper(Iron Halving)_480000
{贸易站}({等级} 14),13,14,11060,7_14,192583,192583,192583,96291,231100,{金币} {产量}_+260/{小时}${每日接收资源上限}({铁锭} {减半})_520000,200_260+71_520000,Trade Station(Lv 14),Gold Coin Output_+260/H$Daily Resources Collection Upper(Iron Halving)_520000
{贸易站}({等级} 15),13,15,16527,7_15,273333,273333,273333,136666,328000,{金币} {产量}_+280/{小时}${每日接收资源上限}({铁锭} {减半})_560000,200_280+71_560000,Trade Station(Lv 15),Gold Coin Output_+280/H$Daily Resources Collection Upper(Iron Halving)_560000
{贸易站}({等级} 16),13,16,24133,7_16,380333,380333,380333,190166,456400,{金币} {产量}_+300/{小时}${每日接收资源上限}({铁锭} {减半})_600000,200_300+71_600000,Trade Station(Lv 16),Gold Coin Output_+300/H$Daily Resources Collection Upper(Iron Halving)_600000
{贸易站}({等级} 17),13,17,34538,7_17,520250,520250,520250,260125,624300,{金币} {产量}_+320/{小时}${每日接收资源上限}({铁锭} {减半})_640000,200_320+71_640000,Trade Station(Lv 17),Gold Coin Output_+320/H$Daily Resources Collection Upper(Iron Halving)_640000
{贸易站}({等级} 18),13,18,48557,7_18,700916,700916,700916,350458,841100,{金币} {产量}_+340/{小时}${每日接收资源上限}({铁锭} {减半})_680000,200_340+71_680000,Trade Station(Lv 18),Gold Coin Output_+340/H$Daily Resources Collection Upper(Iron Halving)_680000
{贸易站}({等级} 19),13,19,67192,7_19,931750,931750,931750,465875,1118100,{金币} {产量}_+360/{小时}${每日接收资源上限}({铁锭} {减半})_720000,200_360+71_720000,Trade Station(Lv 19),Gold Coin Output_+360/H$Daily Resources Collection Upper(Iron Halving)_720000
{贸易站}({等级} 20),13,20,91667,7_20,1223750,1223750,1223750,611875,1468500,{金币} {产量}_+380/{小时}${每日接收资源上限}({铁锭} {减半})_760000,200_380+71_760000,Trade Station(Lv 20),Gold Coin Output_+380/H$Daily Resources Collection Upper(Iron Halving)_760000
{贸易站}({等级} 21),13,21,123463,7_21,1589833,1589833,1589833,794916,1907800,{金币} {产量}_+400/{小时}${每日接收资源上限}({铁锭} {减半})_800000,200_400+71_800000,Trade Station(Lv 21),Gold Coin Output_+400/H$Daily Resources Collection Upper(Iron Halving)_800000
{贸易站}({等级} 22),13,22,164368,7_22,2045250,2045250,2045250,1022625,2454300,{金币} {产量}_+420/{小时}${每日接收资源上限}({铁锭} {减半})_840000,200_420+71_840000,Trade Station(Lv 22),Gold Coin Output_+420/H$Daily Resources Collection Upper(Iron Halving)_840000
{贸易站}({等级} 23),13,23,216522,7_23,2607666,2607666,2607666,1303833,3129200,{金币} {产量}_+440/{小时}${每日接收资源上限}({铁锭} {减半})_880000,200_440+71_880000,Trade Station(Lv 23),Gold Coin Output_+440/H$Daily Resources Collection Upper(Iron Halving)_880000
{贸易站}({等级} 24),13,24,282478,7_24,3297833,3297833,3297833,1648916,3957400,{金币} {产量}_+470/{小时}${每日接收资源上限}({铁锭} {减半})_920000,200_470+71_920000,Trade Station(Lv 24),Gold Coin Output_+470/H$Daily Resources Collection Upper(Iron Halving)_920000
{贸易站}({等级} 25),13,25,365268,7_25,4139500,4139500,4139500,2069750,4967400,{金币} {产量}_+500/{小时}${每日接收资源上限}({铁锭} {减半})_1000000,200_500+71_1000000,Trade Station(Lv 25),Gold Coin Output_+500/H$Daily Resources Collection Upper(Iron Halving)_1000000
{步兵营}({等级} 1),14,1,40,0_0,25,25,25,0,10,{步兵} {训练上限}_200${所有士兵} {生命}_+0.1%,72_200+28_0.001,Infantry Barracks(Lv 1),Infantry Training Upper_200$All Soldiers HP_+0.1%
{步兵营}({等级} 2),14,2,80,2_2,50,50,50,0,30,{步兵} {训练上限}_400${所有士兵} {生命}_+0.3%,72_400+28_0.003,Infantry Barracks(Lv 2),Infantry Training Upper_400$All Soldiers HP_+0.3%
{步兵营}({等级} 3),14,3,120,2_3,100,100,100,0,120,{步兵} {训练上限}_600${所有士兵} {生命}_+0.5%,72_600+28_0.005,Infantry Barracks(Lv 3),Infantry Training Upper_600$All Soldiers HP_+0.5%
{步兵营}({等级} 4),14,4,160,2_4,483,483,483,0,300,{步兵} {训练上限}_800${所有士兵} {生命}_+0.7%,72_800+28_0.007,Infantry Barracks(Lv 4),Infantry Training Upper_800$All Soldiers HP_+0.7%
{步兵营}({等级} 5),14,5,200,2_5,1333,1333,1333,0,1600,{步兵} {训练上限}_1000${所有士兵} {生命}_+0.9%,72_1000+28_0.009,Infantry Barracks(Lv 5),Infantry Training Upper_1000$All Soldiers HP_+0.9%
{步兵营}({等级} 6),14,6,240,2_6,3000,3000,3000,0,3600,{步兵} {训练上限}_1200${所有士兵} {生命}_+1.1%,72_1200+28_0.011,Infantry Barracks(Lv 6),Infantry Training Upper_1200$All Soldiers HP_+1.1%
{步兵营}({等级} 7),14,7,300,2_7,6000,6000,6000,0,7200,{步兵} {训练上限}_1400${所有士兵} {生命}_+1.3%,72_1400+28_0.013,Infantry Barracks(Lv 7),Infantry Training Upper_1400$All Soldiers HP_+1.3%
{步兵营}({等级} 8),14,8,452,2_8,11666,11666,11666,0,14000,{步兵} {训练上限}_1600${所有士兵} {生命}_+1.5%,72_1600+28_0.015,Infantry Barracks(Lv 8),Infantry Training Upper_1600$All Soldiers HP_+1.5%
{步兵营}({等级} 9),14,9,888,2_9,21833,21833,21833,10916,26200,{步兵} {训练上限}_1800${所有士兵} {生命}_+2.0%,72_1800+28_0.020,Infantry Barracks(Lv 9),Infantry Training Upper_1800$All Soldiers HP_+2.0%
{步兵营}({等级} 10),14,10,1615,2_10,36333,36333,36333,18166,43600,{步兵} {训练上限}_2000${所有士兵} {生命}_+2.5%,72_2000+28_0.025,Infantry Barracks(Lv 10),Infantry Training Upper_2000$All Soldiers HP_+2.5%
{步兵营}({等级} 11),14,11,2773,2_11,57916,57916,57916,28958,69500,{步兵} {训练上限}_2200${所有士兵} {生命}_+3.0%,72_2200+28_0.030,Infantry Barracks(Lv 11),Infantry Training Upper_2200$All Soldiers HP_+3.0%
{步兵营}({等级} 12),14,12,4555,2_12,89083,89083,89083,44541,106900,{步兵} {训练上限}_2400${所有士兵} {生命}_+3.5%,72_2400+28_0.035,Infantry Barracks(Lv 12),Infantry Training Upper_2400$All Soldiers HP_+3.5%
{步兵营}({等级} 13),14,13,7208,2_13,132666,132666,132666,66333,159200,{步兵} {训练上限}_2600${所有士兵} {生命}_+4.0%,72_2600+28_0.040,Infantry Barracks(Lv 13),Infantry Training Upper_2600$All Soldiers HP_+4.0%
{步兵营}({等级} 14),14,14,11060,2_14,192583,192583,192583,96291,231100,{步兵} {训练上限}_2800${所有士兵} {生命}_+4.5%,72_2800+28_0.045,Infantry Barracks(Lv 14),Infantry Training Upper_2800$All Soldiers HP_+4.5%
{步兵营}({等级} 15),14,15,16527,2_15,273333,273333,273333,136666,328000,{步兵} {训练上限}_3000${所有士兵} {生命}_+5.0%,72_3000+28_0.050,Infantry Barracks(Lv 15),Infantry Training Upper_3000$All Soldiers HP_+5.0%
{步兵营}({等级} 16),14,16,24133,2_16,380333,380333,380333,190166,456400,{步兵} {训练上限}_3200${所有士兵} {生命}_+5.5%,72_3200+28_0.055,Infantry Barracks(Lv 16),Infantry Training Upper_3200$All Soldiers HP_+5.5%
{步兵营}({等级} 17),14,17,34538,2_17,520250,520250,520250,260125,624300,{步兵} {训练上限}_3400${所有士兵} {生命}_+6.0%,72_3400+28_0.060,Infantry Barracks(Lv 17),Infantry Training Upper_3400$All Soldiers HP_+6.0%
{步兵营}({等级} 18),14,18,48557,2_18,700916,700916,700916,350458,841100,{步兵} {训练上限}_3600${所有士兵} {生命}_+6.5%,72_3600+28_0.065,Infantry Barracks(Lv 18),Infantry Training Upper_3600$All Soldiers HP_+6.5%
{步兵营}({等级} 19),14,19,67192,2_19,931750,931750,931750,465875,1118100,{步兵} {训练上限}_3800${所有士兵} {生命}_+7.0%,72_3800+28_0.070,Infantry Barracks(Lv 19),Infantry Training Upper_3800$All Soldiers HP_+7.0%
{步兵营}({等级} 20),14,20,91667,2_20,1223750,1223750,1223750,611875,1468500,{步兵} {训练上限}_4000${所有士兵} {生命}_+7.5%,72_4000+28_0.075,Infantry Barracks(Lv 20),Infantry Training Upper_4000$All Soldiers HP_+7.5%
{步兵营}({等级} 21),14,21,123463,2_21,1589833,1589833,1589833,794916,1907800,{步兵} {训练上限}_4200${所有士兵} {生命}_+8.0%,72_4200+28_0.080,Infantry Barracks(Lv 21),Infantry Training Upper_4200$All Soldiers HP_+8.0%
{步兵营}({等级} 22),14,22,164368,2_22,2045250,2045250,2045250,1022625,2454300,{步兵} {训练上限}_4400${所有士兵} {生命}_+8.5%,72_4400+28_0.085,Infantry Barracks(Lv 22),Infantry Training Upper_4400$All Soldiers HP_+8.5%
{步兵营}({等级} 23),14,23,216522,2_23,2607666,2607666,2607666,1303833,3129200,{步兵} {训练上限}_4600${所有士兵} {生命}_+9.0%,72_4600+28_0.090,Infantry Barracks(Lv 23),Infantry Training Upper_4600$All Soldiers HP_+9.0%
{步兵营}({等级} 24),14,24,282478,2_24,3297833,3297833,3297833,1648916,3957400,{步兵} {训练上限}_4800${所有士兵} {生命}_+9.5%,72_4800+28_0.095,Infantry Barracks(Lv 24),Infantry Training Upper_4800$All Soldiers HP_+9.5%
{步兵营}({等级} 25),14,25,365268,2_25,4139500,4139500,4139500,2069750,4967400,{步兵} {训练上限}_5000${所有士兵} {生命}_+10.0%,72_5000+28_0.100,Infantry Barracks(Lv 25),Infantry Training Upper_5000$All Soldiers HP_+10.0%
{弓兵营}({等级} 1),15,1,40,0_0,25,25,25,0,10,{弓兵} {训练上限}_200${所有士兵} {攻击}_+0.1%,73_200+17_0.001,Archer Barracks(Lv 1),Archer Training Upper_200$All Soldiers ATK_+0.1%
{弓兵营}({等级} 2),15,2,80,3_2,50,50,50,0,30,{弓兵} {训练上限}_400${所有士兵} {攻击}_+0.3%,73_400+17_0.003,Archer Barracks(Lv 2),Archer Training Upper_400$All Soldiers ATK_+0.3%
{弓兵营}({等级} 3),15,3,120,3_3,100,100,100,0,120,{弓兵} {训练上限}_600${所有士兵} {攻击}_+0.5%,73_600+17_0.005,Archer Barracks(Lv 3),Archer Training Upper_600$All Soldiers ATK_+0.5%
{弓兵营}({等级} 4),15,4,160,3_4,483,483,483,0,300,{弓兵} {训练上限}_800${所有士兵} {攻击}_+0.7%,73_800+17_0.007,Archer Barracks(Lv 4),Archer Training Upper_800$All Soldiers ATK_+0.7%
{弓兵营}({等级} 5),15,5,200,3_5,1333,1333,1333,0,1600,{弓兵} {训练上限}_1000${所有士兵} {攻击}_+0.9%,73_1000+17_0.009,Archer Barracks(Lv 5),Archer Training Upper_1000$All Soldiers ATK_+0.9%
{弓兵营}({等级} 6),15,6,240,3_6,3000,3000,3000,0,3600,{弓兵} {训练上限}_1200${所有士兵} {攻击}_+1.1%,73_1200+17_0.011,Archer Barracks(Lv 6),Archer Training Upper_1200$All Soldiers ATK_+1.1%
{弓兵营}({等级} 7),15,7,300,3_7,6000,6000,6000,0,7200,{弓兵} {训练上限}_1400${所有士兵} {攻击}_+1.3%,73_1400+17_0.013,Archer Barracks(Lv 7),Archer Training Upper_1400$All Soldiers ATK_+1.3%
{弓兵营}({等级} 8),15,8,452,3_8,11666,11666,11666,0,14000,{弓兵} {训练上限}_1600${所有士兵} {攻击}_+1.5%,73_1600+17_0.015,Archer Barracks(Lv 8),Archer Training Upper_1600$All Soldiers ATK_+1.5%
{弓兵营}({等级} 9),15,9,888,3_9,21833,21833,21833,10916,26200,{弓兵} {训练上限}_1800${所有士兵} {攻击}_+2.0%,73_1800+17_0.020,Archer Barracks(Lv 9),Archer Training Upper_1800$All Soldiers ATK_+2.0%
{弓兵营}({等级} 10),15,10,1615,3_10,36333,36333,36333,18166,43600,{弓兵} {训练上限}_2000${所有士兵} {攻击}_+2.5%,73_2000+17_0.025,Archer Barracks(Lv 10),Archer Training Upper_2000$All Soldiers ATK_+2.5%
{弓兵营}({等级} 11),15,11,2773,3_11,57916,57916,57916,28958,69500,{弓兵} {训练上限}_2200${所有士兵} {攻击}_+3.0%,73_2200+17_0.030,Archer Barracks(Lv 11),Archer Training Upper_2200$All Soldiers ATK_+3.0%
{弓兵营}({等级} 12),15,12,4555,3_12,89083,89083,89083,44541,106900,{弓兵} {训练上限}_2400${所有士兵} {攻击}_+3.5%,73_2400+17_0.035,Archer Barracks(Lv 12),Archer Training Upper_2400$All Soldiers ATK_+3.5%
{弓兵营}({等级} 13),15,13,7208,3_13,132666,132666,132666,66333,159200,{弓兵} {训练上限}_2600${所有士兵} {攻击}_+4.0%,73_2600+17_0.040,Archer Barracks(Lv 13),Archer Training Upper_2600$All Soldiers ATK_+4.0%
{弓兵营}({等级} 14),15,14,11060,3_14,192583,192583,192583,96291,231100,{弓兵} {训练上限}_2800${所有士兵} {攻击}_+4.5%,73_2800+17_0.045,Archer Barracks(Lv 14),Archer Training Upper_2800$All Soldiers ATK_+4.5%
{弓兵营}({等级} 15),15,15,16527,3_15,273333,273333,273333,136666,328000,{弓兵} {训练上限}_3000${所有士兵} {攻击}_+5.0%,73_3000+17_0.050,Archer Barracks(Lv 15),Archer Training Upper_3000$All Soldiers ATK_+5.0%
{弓兵营}({等级} 16),15,16,24133,3_16,380333,380333,380333,190166,456400,{弓兵} {训练上限}_3200${所有士兵} {攻击}_+5.5%,73_3200+17_0.055,Archer Barracks(Lv 16),Archer Training Upper_3200$All Soldiers ATK_+5.5%
{弓兵营}({等级} 17),15,17,34538,3_17,520250,520250,520250,260125,624300,{弓兵} {训练上限}_3400${所有士兵} {攻击}_+6.0%,73_3400+17_0.060,Archer Barracks(Lv 17),Archer Training Upper_3400$All Soldiers ATK_+6.0%
{弓兵营}({等级} 18),15,18,48557,3_18,700916,700916,700916,350458,841100,{弓兵} {训练上限}_3600${所有士兵} {攻击}_+6.5%,73_3600+17_0.065,Archer Barracks(Lv 18),Archer Training Upper_3600$All Soldiers ATK_+6.5%
{弓兵营}({等级} 19),15,19,67192,3_19,931750,931750,931750,465875,1118100,{弓兵} {训练上限}_3800${所有士兵} {攻击}_+7.0%,73_3800+17_0.070,Archer Barracks(Lv 19),Archer Training Upper_3800$All Soldiers ATK_+7.0%
{弓兵营}({等级} 20),15,20,91667,3_20,1223750,1223750,1223750,611875,1468500,{弓兵} {训练上限}_4000${所有士兵} {攻击}_+7.5%,73_4000+17_0.075,Archer Barracks(Lv 20),Archer Training Upper_4000$All Soldiers ATK_+7.5%
{弓兵营}({等级} 21),15,21,123463,3_21,1589833,1589833,1589833,794916,1907800,{弓兵} {训练上限}_4200${所有士兵} {攻击}_+8.0%,73_4200+17_0.080,Archer Barracks(Lv 21),Archer Training Upper_4200$All Soldiers ATK_+8.0%
{弓兵营}({等级} 22),15,22,164368,3_22,2045250,2045250,2045250,1022625,2454300,{弓兵} {训练上限}_4400${所有士兵} {攻击}_+8.5%,73_4400+17_0.085,Archer Barracks(Lv 22),Archer Training Upper_4400$All Soldiers ATK_+8.5%
{弓兵营}({等级} 23),15,23,216522,3_23,2607666,2607666,2607666,1303833,3129200,{弓兵} {训练上限}_4600${所有士兵} {攻击}_+9.0%,73_4600+17_0.090,Archer Barracks(Lv 23),Archer Training Upper_4600$All Soldiers ATK_+9.0%
{弓兵营}({等级} 24),15,24,282478,3_24,3297833,3297833,3297833,1648916,3957400,{弓兵} {训练上限}_4800${所有士兵} {攻击}_+9.5%,73_4800+17_0.095,Archer Barracks(Lv 24),Archer Training Upper_4800$All Soldiers ATK_+9.5%
{弓兵营}({等级} 25),15,25,365268,3_25,4139500,4139500,4139500,2069750,4967400,{弓兵} {训练上限}_5000${所有士兵} {攻击}_+10.0%,73_5000+17_0.100,Archer Barracks(Lv 25),Archer Training Upper_5000$All Soldiers ATK_+10.0%
{骑兵营}({等级} 1),16,1,40,0_0,25,25,25,0,10,{骑兵} {训练上限}_200${所有士兵} {防御}_+0.1%,74_200+22_0.001,Cavalry Barracks(Lv 1),Cavalry Training Upper_200$All Soldiers DEF_+0.1%
{骑兵营}({等级} 2),16,2,80,4_2,50,50,50,0,30,{骑兵} {训练上限}_400${所有士兵} {防御}_+0.3%,74_400+22_0.003,Cavalry Barracks(Lv 2),Cavalry Training Upper_400$All Soldiers DEF_+0.3%
{骑兵营}({等级} 3),16,3,120,4_3,100,100,100,0,120,{骑兵} {训练上限}_600${所有士兵} {防御}_+0.5%,74_600+22_0.005,Cavalry Barracks(Lv 3),Cavalry Training Upper_600$All Soldiers DEF_+0.5%
{骑兵营}({等级} 4),16,4,160,4_4,483,483,483,0,300,{骑兵} {训练上限}_800${所有士兵} {防御}_+0.7%,74_800+22_0.007,Cavalry Barracks(Lv 4),Cavalry Training Upper_800$All Soldiers DEF_+0.7%
{骑兵营}({等级} 5),16,5,200,4_5,1333,1333,1333,0,1600,{骑兵} {训练上限}_1000${所有士兵} {防御}_+0.9%,74_1000+22_0.009,Cavalry Barracks(Lv 5),Cavalry Training Upper_1000$All Soldiers DEF_+0.9%
{骑兵营}({等级} 6),16,6,240,4_6,3000,3000,3000,0,3600,{骑兵} {训练上限}_1200${所有士兵} {防御}_+1.1%,74_1200+22_0.011,Cavalry Barracks(Lv 6),Cavalry Training Upper_1200$All Soldiers DEF_+1.1%
{骑兵营}({等级} 7),16,7,300,4_7,6000,6000,6000,0,7200,{骑兵} {训练上限}_1400${所有士兵} {防御}_+1.3%,74_1400+22_0.013,Cavalry Barracks(Lv 7),Cavalry Training Upper_1400$All Soldiers DEF_+1.3%
{骑兵营}({等级} 8),16,8,452,4_8,11666,11666,11666,0,14000,{骑兵} {训练上限}_1600${所有士兵} {防御}_+1.5%,74_1600+22_0.015,Cavalry Barracks(Lv 8),Cavalry Training Upper_1600$All Soldiers DEF_+1.5%
{骑兵营}({等级} 9),16,9,888,4_9,21833,21833,21833,10916,26200,{骑兵} {训练上限}_1800${所有士兵} {防御}_+2.0%,74_1800+22_0.020,Cavalry Barracks(Lv 9),Cavalry Training Upper_1800$All Soldiers DEF_+2.0%
{骑兵营}({等级} 10),16,10,1615,4_10,36333,36333,36333,18166,43600,{骑兵} {训练上限}_2000${所有士兵} {防御}_+2.5%,74_2000+22_0.025,Cavalry Barracks(Lv 10),Cavalry Training Upper_2000$All Soldiers DEF_+2.5%
{骑兵营}({等级} 11),16,11,2773,4_11,57916,57916,57916,28958,69500,{骑兵} {训练上限}_2200${所有士兵} {防御}_+3.0%,74_2200+22_0.030,Cavalry Barracks(Lv 11),Cavalry Training Upper_2200$All Soldiers DEF_+3.0%
{骑兵营}({等级} 12),16,12,4555,4_12,89083,89083,89083,44541,106900,{骑兵} {训练上限}_2400${所有士兵} {防御}_+3.5%,74_2400+22_0.035,Cavalry Barracks(Lv 12),Cavalry Training Upper_2400$All Soldiers DEF_+3.5%
{骑兵营}({等级} 13),16,13,7208,4_13,132666,132666,132666,66333,159200,{骑兵} {训练上限}_2600${所有士兵} {防御}_+4.0%,74_2600+22_0.040,Cavalry Barracks(Lv 13),Cavalry Training Upper_2600$All Soldiers DEF_+4.0%
{骑兵营}({等级} 14),16,14,11060,4_14,192583,192583,192583,96291,231100,{骑兵} {训练上限}_2800${所有士兵} {防御}_+4.5%,74_2800+22_0.045,Cavalry Barracks(Lv 14),Cavalry Training Upper_2800$All Soldiers DEF_+4.5%
{骑兵营}({等级} 15),16,15,16527,4_15,273333,273333,273333,136666,328000,{骑兵} {训练上限}_3000${所有士兵} {防御}_+5.0%,74_3000+22_0.050,Cavalry Barracks(Lv 15),Cavalry Training Upper_3000$All Soldiers DEF_+5.0%
{骑兵营}({等级} 16),16,16,24133,4_16,380333,380333,380333,190166,456400,{骑兵} {训练上限}_3200${所有士兵} {防御}_+5.5%,74_3200+22_0.055,Cavalry Barracks(Lv 16),Cavalry Training Upper_3200$All Soldiers DEF_+5.5%
{骑兵营}({等级} 17),16,17,34538,4_17,520250,520250,520250,260125,624300,{骑兵} {训练上限}_3400${所有士兵} {防御}_+6.0%,74_3400+22_0.060,Cavalry Barracks(Lv 17),Cavalry Training Upper_3400$All Soldiers DEF_+6.0%
{骑兵营}({等级} 18),16,18,48557,4_18,700916,700916,700916,350458,841100,{骑兵} {训练上限}_3600${所有士兵} {防御}_+6.5%,74_3600+22_0.065,Cavalry Barracks(Lv 18),Cavalry Training Upper_3600$All Soldiers DEF_+6.5%
{骑兵营}({等级} 19),16,19,67192,4_19,931750,931750,931750,465875,1118100,{骑兵} {训练上限}_3800${所有士兵} {防御}_+7.0%,74_3800+22_0.070,Cavalry Barracks(Lv 19),Cavalry Training Upper_3800$All Soldiers DEF_+7.0%
{骑兵营}({等级} 20),16,20,91667,4_20,1223750,1223750,1223750,611875,1468500,{骑兵} {训练上限}_4000${所有士兵} {防御}_+7.5%,74_4000+22_0.075,Cavalry Barracks(Lv 20),Cavalry Training Upper_4000$All Soldiers DEF_+7.5%
{骑兵营}({等级} 21),16,21,123463,4_21,1589833,1589833,1589833,794916,1907800,{骑兵} {训练上限}_4200${所有士兵} {防御}_+8.0%,74_4200+22_0.080,Cavalry Barracks(Lv 21),Cavalry Training Upper_4200$All Soldiers DEF_+8.0%
{骑兵营}({等级} 22),16,22,164368,4_22,2045250,2045250,2045250,1022625,2454300,{骑兵} {训练上限}_4400${所有士兵} {防御}_+8.5%,74_4400+22_0.085,Cavalry Barracks(Lv 22),Cavalry Training Upper_4400$All Soldiers DEF_+8.5%
{骑兵营}({等级} 23),16,23,216522,4_23,2607666,2607666,2607666,1303833,3129200,{骑兵} {训练上限}_4600${所有士兵} {防御}_+9.0%,74_4600+22_0.090,Cavalry Barracks(Lv 23),Cavalry Training Upper_4600$All Soldiers DEF_+9.0%
{骑兵营}({等级} 24),16,24,282478,4_24,3297833,3297833,3297833,1648916,3957400,{骑兵} {训练上限}_4800${所有士兵} {防御}_+9.5%,74_4800+22_0.095,Cavalry Barracks(Lv 24),Cavalry Training Upper_4800$All Soldiers DEF_+9.5%
{骑兵营}({等级} 25),16,25,365268,4_25,4139500,4139500,4139500,2069750,4967400,{骑兵} {训练上限}_5000${所有士兵} {防御}_+10.0%,74_5000+22_0.100,Cavalry Barracks(Lv 25),Cavalry Training Upper_5000$All Soldiers DEF_+10.0%
{器械厂}({等级} 1),17,1,40,1_5,25,25,25,0,10,{战车} {训练上限}_200${所有士兵} {破坏}_+0.1%,75_200+27_0.001,Siege Workshop(Lv 1),Chariot Training Upper_200$All Soldiers DES_+0.1%
{器械厂}({等级} 2),17,2,80,14_2+15_2+16_2,50,50,50,0,30,{战车} {训练上限}_400${所有士兵} {破坏}_+0.3%,75_400+27_0.003,Siege Workshop(Lv 2),Chariot Training Upper_400$All Soldiers DES_+0.3%
