id,icon,name,rare,type,use_type,gotoPanel,PosType,Effect,Value,timeinfo,des,name_en,des_en,timeinfo_en
20046,m_20046,{米娅} {圣物},5,5,0,3_20,46,1_0.076,1,{等级} 1,{天赋技能}：{效果触发概率} +7.6%,Mia Relic,Talent Skill：Effect Trigger Probability +7.6%,Lv 1
20047,m_20046,{米娅} {圣物},5,5,0,3_20,46,1_0.114,2,{等级} 2,{天赋技能}：{效果触发概率} +11.4%,Mia Relic,Talent Skill：Effect Trigger Probability +11.4%,Lv 2
20048,m_20046,{米娅} {圣物},5,5,0,3_20,46,1_0.152,3,{等级} 3,{天赋技能}：{效果触发概率} +15.2%,Mia Relic,Talent Skill：Effect Trigger Probability +15.2%,Lv 3
20049,m_20046,{米娅} {圣物},5,5,0,3_20,46,1_0.190,4,{等级} 4,{天赋技能}：{效果触发概率} +19.0%,Mia Relic,Talent Skill：Effect Trigger Probability +19.0%,Lv 4
20050,m_20046,{米娅} {圣物},5,5,0,3_20,46,1_0.228,5,{等级} 5,{天赋技能}：{效果触发概率} +22.8%,Mia Relic,Talent Skill：Effect Trigger Probability +22.8%,Lv 5
20051,m_20051,{瓦妮莎} {圣物},5,5,0,2_69,47,45_0.04,1,{等级} 1,{天赋技能}：{技能触发概率} +4.0%,Vanessa Relic,Talent Skill：Skill Trigger Probability +4.0%,Lv 1
20052,m_20051,{瓦妮莎} {圣物},5,5,0,2_69,47,45_0.06,2,{等级} 2,{天赋技能}：{技能触发概率} +6.0%,Vanessa Relic,Talent Skill：Skill Trigger Probability +6.0%,Lv 2
20053,m_20051,{瓦妮莎} {圣物},5,5,0,2_69,47,45_0.08,3,{等级} 3,{天赋技能}：{技能触发概率} +8.0%,Vanessa Relic,Talent Skill：Skill Trigger Probability +8.0%,Lv 3
20054,m_20051,{瓦妮莎} {圣物},5,5,0,2_69,47,45_0.10,4,{等级} 4,{天赋技能}：{技能触发概率} +10.0%,Vanessa Relic,Talent Skill：Skill Trigger Probability +10.0%,Lv 4
20055,m_20051,{瓦妮莎} {圣物},5,5,0,2_69,47,45_0.12,5,{等级} 5,{天赋技能}：{技能触发概率} +12.0%,Vanessa Relic,Talent Skill：Skill Trigger Probability +12.0%,Lv 5
20056,m_20056,{佐伊} {圣物},5,5,0,2_70,51,45_0.0450,1,{等级} 1,{天赋技能}：{技能触发概率} +4.50%,Zoe Relic,Talent Skill：Skill Trigger Probability +4.50%,Lv 1
20057,m_20056,{佐伊} {圣物},5,5,0,2_70,51,45_0.0675,2,{等级} 2,{天赋技能}：{技能触发概率} +6.75%,Zoe Relic,Talent Skill：Skill Trigger Probability +6.75%,Lv 2
20058,m_20056,{佐伊} {圣物},5,5,0,2_70,51,45_0.0900,3,{等级} 3,{天赋技能}：{技能触发概率} +9.00%,Zoe Relic,Talent Skill：Skill Trigger Probability +9.00%,Lv 3
20059,m_20056,{佐伊} {圣物},5,5,0,2_70,51,45_0.1125,4,{等级} 4,{天赋技能}：{技能触发概率} +11.25%,Zoe Relic,Talent Skill：Skill Trigger Probability +11.25%,Lv 4
20060,m_20056,{佐伊} {圣物},5,5,0,2_70,51,45_0.1350,5,{等级} 5,{天赋技能}：{技能触发概率} +13.50%,Zoe Relic,Talent Skill：Skill Trigger Probability +13.50%,Lv 5
20061,m_20061,{伊丽丝} {圣物},5,5,0,2_84,55,45_0.04,1,{等级} 1,{天赋技能}：{技能触发概率} +4.0%,Iris Relic,Talent Skill：Skill Trigger Probability +4.0%,Lv 1
20062,m_20061,{伊丽丝} {圣物},5,5,0,2_84,55,45_0.06,2,{等级} 2,{天赋技能}：{技能触发概率} +6.0%,Iris Relic,Talent Skill：Skill Trigger Probability +6.0%,Lv 2
20063,m_20061,{伊丽丝} {圣物},5,5,0,2_84,55,45_0.08,3,{等级} 3,{天赋技能}：{技能触发概率} +8.0%,Iris Relic,Talent Skill：Skill Trigger Probability +8.0%,Lv 3
20064,m_20061,{伊丽丝} {圣物},5,5,0,2_84,55,45_0.10,4,{等级} 4,{天赋技能}：{技能触发概率} +10.0%,Iris Relic,Talent Skill：Skill Trigger Probability +10.0%,Lv 4
20065,m_20061,{伊丽丝} {圣物},5,5,0,2_84,55,45_0.12,5,{等级} 5,{天赋技能}：{技能触发概率} +12.0%,Iris Relic,Talent Skill：Skill Trigger Probability +12.0%,Lv 5
20066,m_20066,{尤缇迦} {圣物},5,5,0,1_39,59,6_0.032,1,{等级} 1,{天赋技能}：{造成伤害降低} +3.2%({不受属性影响}),Utija Relic,Talent Skill：DMG Dealt Reduced +3.2%(Not Affected By Attribute),Lv 1
20067,m_20066,{尤缇迦} {圣物},5,5,0,1_39,59,6_0.048,2,{等级} 2,{天赋技能}：{造成伤害降低} +4.8%({不受属性影响}),Utija Relic,Talent Skill：DMG Dealt Reduced +4.8%(Not Affected By Attribute),Lv 2
20068,m_20066,{尤缇迦} {圣物},5,5,0,1_39,59,6_0.064,3,{等级} 3,{天赋技能}：{造成伤害降低} +6.4%({不受属性影响}),Utija Relic,Talent Skill：DMG Dealt Reduced +6.4%(Not Affected By Attribute),Lv 3
20069,m_20066,{尤缇迦} {圣物},5,5,0,1_39,59,6_0.080,4,{等级} 4,{天赋技能}：{造成伤害降低} +8.0%({不受属性影响}),Utija Relic,Talent Skill：DMG Dealt Reduced +8.0%(Not Affected By Attribute),Lv 4
20070,m_20066,{尤缇迦} {圣物},5,5,0,1_39,59,6_0.096,5,{等级} 5,{天赋技能}：{造成伤害降低} +9.6%({不受属性影响}),Utija Relic,Talent Skill：DMG Dealt Reduced +9.6%(Not Affected By Attribute),Lv 5
20071,m_20071,{帕特拉} {圣物},5,5,0,2_81,60,2_0.10+41_2.4,1,{等级} 1,{天赋技能}：{伤害系数} +0.10、{真实伤害基数} +2.4({不受属性影响}),Patra Relic,Talent Skill：DMG Coefficient +0.10、Real DMG Base +2.4(Not Affected By Attribute),Lv 1
20072,m_20071,{帕特拉} {圣物},5,5,0,2_81,60,2_0.15+41_3.6,2,{等级} 2,{天赋技能}：{伤害系数} +0.15、{真实伤害基数} +3.6({不受属性影响}),Patra Relic,Talent Skill：DMG Coefficient +0.15、Real DMG Base +3.6(Not Affected By Attribute),Lv 2
20073,m_20071,{帕特拉} {圣物},5,5,0,2_81,60,2_0.20+41_4.8,3,{等级} 3,{天赋技能}：{伤害系数} +0.20、{真实伤害基数} +4.8({不受属性影响}),Patra Relic,Talent Skill：DMG Coefficient +0.20、Real DMG Base +4.8(Not Affected By Attribute),Lv 3
20074,m_20071,{帕特拉} {圣物},5,5,0,2_81,60,2_0.25+41_6.0,4,{等级} 4,{天赋技能}：{伤害系数} +0.25、{真实伤害基数} +6.0({不受属性影响}),Patra Relic,Talent Skill：DMG Coefficient +0.25、Real DMG Base +6.0(Not Affected By Attribute),Lv 4
20075,m_20071,{帕特拉} {圣物},5,5,0,2_81,60,2_0.30+41_7.2,5,{等级} 5,{天赋技能}：{伤害系数} +0.30、{真实伤害基数} +7.2({不受属性影响}),Patra Relic,Talent Skill：DMG Coefficient +0.30、Real DMG Base +7.2(Not Affected By Attribute),Lv 5
20076,m_20076,{圣女辛}·{特典} {圣物},5,5,0,1_44,61,2_0.18,1,{等级} 1,{天赋技能}：{伤害系数} +0.18,Saintess Shin·Sp Relic,Talent Skill：DMG Coefficient +0.18,Lv 1
20077,m_20076,{圣女辛}·{特典} {圣物},5,5,0,1_44,61,2_0.27,2,{等级} 2,{天赋技能}：{伤害系数} +0.27,Saintess Shin·Sp Relic,Talent Skill：DMG Coefficient +0.27,Lv 2
20078,m_20076,{圣女辛}·{特典} {圣物},5,5,0,1_44,61,2_0.36,3,{等级} 3,{天赋技能}：{伤害系数} +0.36,Saintess Shin·Sp Relic,Talent Skill：DMG Coefficient +0.36,Lv 3
20079,m_20076,{圣女辛}·{特典} {圣物},5,5,0,1_44,61,2_0.45,4,{等级} 4,{天赋技能}：{伤害系数} +0.45,Saintess Shin·Sp Relic,Talent Skill：DMG Coefficient +0.45,Lv 4
20080,m_20076,{圣女辛}·{特典} {圣物},5,5,0,1_44,61,2_0.54,5,{等级} 5,{天赋技能}：{伤害系数} +0.54,Saintess Shin·Sp Relic,Talent Skill：DMG Coefficient +0.54,Lv 5
20081,m_20081,{克丽奥娜}·{特典} {圣物},5,5,0,1_38,62,1_0.070,1,{等级} 1,{天赋技能}：{效果触发概率} +7.0%,Cliodna·Sp Relic,Talent Skill：Effect Trigger Probability +7.0%,Lv 1
20082,m_20081,{克丽奥娜}·{特典} {圣物},5,5,0,1_38,62,1_0.105,2,{等级} 2,{天赋技能}：{效果触发概率} +10.5%,Cliodna·Sp Relic,Talent Skill：Effect Trigger Probability +10.5%,Lv 2
20083,m_20081,{克丽奥娜}·{特典} {圣物},5,5,0,1_38,62,1_0.140,3,{等级} 3,{天赋技能}：{效果触发概率} +14.0%,Cliodna·Sp Relic,Talent Skill：Effect Trigger Probability +14.0%,Lv 3
20084,m_20081,{克丽奥娜}·{特典} {圣物},5,5,0,1_38,62,1_0.175,4,{等级} 4,{天赋技能}：{效果触发概率} +17.5%,Cliodna·Sp Relic,Talent Skill：Effect Trigger Probability +17.5%,Lv 4
20085,m_20081,{克丽奥娜}·{特典} {圣物},5,5,0,1_38,62,1_0.210,5,{等级} 5,{天赋技能}：{效果触发概率} +21.0%,Cliodna·Sp Relic,Talent Skill：Effect Trigger Probability +21.0%,Lv 5
20086,m_20086,{德莉法}·{特典} {圣物},5,5,0,2_82,63,45_0.0450,1,{等级} 1,{天赋技能}：{技能触发概率} +4.50%,Derifa·Sp Relic,Talent Skill：Skill Trigger Probability +4.50%,Lv 1
20087,m_20086,{德莉法}·{特典} {圣物},5,5,0,2_82,63,45_0.0675,2,{等级} 2,{天赋技能}：{技能触发概率} +6.75%,Derifa·Sp Relic,Talent Skill：Skill Trigger Probability +6.75%,Lv 2
20088,m_20086,{德莉法}·{特典} {圣物},5,5,0,2_82,63,45_0.0900,3,{等级} 3,{天赋技能}：{技能触发概率} +9.00%,Derifa·Sp Relic,Talent Skill：Skill Trigger Probability +9.00%,Lv 3
20089,m_20086,{德莉法}·{特典} {圣物},5,5,0,2_82,63,45_0.1125,4,{等级} 4,{天赋技能}：{技能触发概率} +11.25%,Derifa·Sp Relic,Talent Skill：Skill Trigger Probability +11.25%,Lv 4
20090,m_20086,{德莉法}·{特典} {圣物},5,5,0,2_82,63,45_0.1350,5,{等级} 5,{天赋技能}：{技能触发概率} +13.50%,Derifa·Sp Relic,Talent Skill：Skill Trigger Probability +13.50%,Lv 5
20091,m_20091,{忒菲丝}·{特典} {圣物},5,5,0,2_74,64,45_0.050,1,{等级} 1,{天赋技能}：{技能触发概率} +5.00%,Thefis·Sp Relic,Talent Skill：Skill Trigger Probability +5.00%,Lv 1
20092,m_20091,{忒菲丝}·{特典} {圣物},5,5,0,2_74,64,45_0.075,2,{等级} 2,{天赋技能}：{技能触发概率} +7.50%,Thefis·Sp Relic,Talent Skill：Skill Trigger Probability +7.50%,Lv 2
20093,m_20091,{忒菲丝}·{特典} {圣物},5,5,0,2_74,64,45_0.100,3,{等级} 3,{天赋技能}：{技能触发概率} +10.00%,Thefis·Sp Relic,Talent Skill：Skill Trigger Probability +10.00%,Lv 3
20094,m_20091,{忒菲丝}·{特典} {圣物},5,5,0,2_74,64,45_0.125,4,{等级} 4,{天赋技能}：{技能触发概率} +12.50%,Thefis·Sp Relic,Talent Skill：Skill Trigger Probability +12.50%,Lv 4
20095,m_20091,{忒菲丝}·{特典} {圣物},5,5,0,2_74,64,45_0.150,5,{等级} 5,{天赋技能}：{技能触发概率} +15.00%,Thefis·Sp Relic,Talent Skill：Skill Trigger Probability +15.00%,Lv 5
20096,m_20096,{厄洛丝}·{特典} {圣物},5,5,0,2_68,65,45_0.04,1,{等级} 1,{天赋技能}：{技能触发概率} +4.0%,Eros·Sp Relic,Talent Skill：Skill Trigger Probability +4.0%,Lv 1
20097,m_20096,{厄洛丝}·{特典} {圣物},5,5,0,2_68,65,45_0.06,2,{等级} 2,{天赋技能}：{技能触发概率} +6.0%,Eros·Sp Relic,Talent Skill：Skill Trigger Probability +6.0%,Lv 2
20098,m_20096,{厄洛丝}·{特典} {圣物},5,5,0,2_68,65,45_0.08,3,{等级} 3,{天赋技能}：{技能触发概率} +8.0%,Eros·Sp Relic,Talent Skill：Skill Trigger Probability +8.0%,Lv 3
20099,m_20096,{厄洛丝}·{特典} {圣物},5,5,0,2_68,65,45_0.10,4,{等级} 4,{天赋技能}：{技能触发概率} +10.0%,Eros·Sp Relic,Talent Skill：Skill Trigger Probability +10.0%,Lv 4
20100,m_20096,{厄洛丝}·{特典} {圣物},5,5,0,2_68,65,45_0.12,5,{等级} 5,{天赋技能}：{技能触发概率} +12.0%,Eros·Sp Relic,Talent Skill：Skill Trigger Probability +12.0%,Lv 5
20101,m_20101,{斯莉德}·{特典} {圣物},5,5,0,1_42,66,28_0.024,1,{等级} 1,{天赋技能}：{所有属性降低} +2.4%({不受属性影响}),Slider·Sp Relic,Talent Skill：All Attributes Reduced +2.4%(Not Affected By Attribute),Lv 1
20102,m_20101,{斯莉德}·{特典} {圣物},5,5,0,1_42,66,28_0.036,2,{等级} 2,{天赋技能}：{所有属性降低} +3.6%({不受属性影响}),Slider·Sp Relic,Talent Skill：All Attributes Reduced +3.6%(Not Affected By Attribute),Lv 2
20103,m_20101,{斯莉德}·{特典} {圣物},5,5,0,1_42,66,28_0.048,3,{等级} 3,{天赋技能}：{所有属性降低} +4.8%({不受属性影响}),Slider·Sp Relic,Talent Skill：All Attributes Reduced +4.8%(Not Affected By Attribute),Lv 3
20104,m_20101,{斯莉德}·{特典} {圣物},5,5,0,1_42,66,28_0.060,4,{等级} 4,{天赋技能}：{所有属性降低} +6.0%({不受属性影响}),Slider·Sp Relic,Talent Skill：All Attributes Reduced +6.0%(Not Affected By Attribute),Lv 4
20105,m_20101,{斯莉德}·{特典} {圣物},5,5,0,1_42,66,28_0.072,5,{等级} 5,{天赋技能}：{所有属性降低} +7.2%({不受属性影响}),Slider·Sp Relic,Talent Skill：All Attributes Reduced +7.2%(Not Affected By Attribute),Lv 5
20106,m_20106,{缪西卡} {圣物},5,5,0,1_41,67,7_0.032,1,{等级} 1,{天赋技能}：{受到伤害提高} +3.2%({不受属性影响}),Mousika Relic,Talent Skill：DMG Taken Increased +3.2%(Not Affected By Attribute),Lv 1
20107,m_20106,{缪西卡} {圣物},5,5,0,1_41,67,7_0.048,2,{等级} 2,{天赋技能}：{受到伤害提高} +4.8%({不受属性影响}),Mousika Relic,Talent Skill：DMG Taken Increased +4.8%(Not Affected By Attribute),Lv 2
20108,m_20106,{缪西卡} {圣物},5,5,0,1_41,67,7_0.064,3,{等级} 3,{天赋技能}：{受到伤害提高} +6.4%({不受属性影响}),Mousika Relic,Talent Skill：DMG Taken Increased +6.4%(Not Affected By Attribute),Lv 3
20109,m_20106,{缪西卡} {圣物},5,5,0,1_41,67,7_0.080,4,{等级} 4,{天赋技能}：{受到伤害提高} +8.0%({不受属性影响}),Mousika Relic,Talent Skill：DMG Taken Increased +8.0%(Not Affected By Attribute),Lv 4
20110,m_20106,{缪西卡} {圣物},5,5,0,1_41,67,7_0.096,5,{等级} 5,{天赋技能}：{受到伤害提高} +9.6%({不受属性影响}),Mousika Relic,Talent Skill：DMG Taken Increased +9.6%(Not Affected By Attribute),Lv 5
20111,m_20111,{罗兰}·{特典} {圣物},5,5,0,1_36,68,1_0.06,1,{等级} 1,{天赋技能}：{效果触发概率} +6%,Roland·Sp Relic,Talent Skill：Effect Trigger Probability +6%,Lv 1
20112,m_20111,{罗兰}·{特典} {圣物},5,5,0,1_36,68,1_0.09,2,{等级} 2,{天赋技能}：{效果触发概率} +9%,Roland·Sp Relic,Talent Skill：Effect Trigger Probability +9%,Lv 2
20113,m_20111,{罗兰}·{特典} {圣物},5,5,0,1_36,68,1_0.12,3,{等级} 3,{天赋技能}：{效果触发概率} +12%,Roland·Sp Relic,Talent Skill：Effect Trigger Probability +12%,Lv 3
20114,m_20111,{罗兰}·{特典} {圣物},5,5,0,1_36,68,1_0.15,4,{等级} 4,{天赋技能}：{效果触发概率} +15%,Roland·Sp Relic,Talent Skill：Effect Trigger Probability +15%,Lv 4
20115,m_20111,{罗兰}·{特典} {圣物},5,5,0,1_36,68,1_0.18,5,{等级} 5,{天赋技能}：{效果触发概率} +18%,Roland·Sp Relic,Talent Skill：Effect Trigger Probability +18%,Lv 5
20116,m_20116,{须佐真希}·{特典} {圣物},5,5,0,3_18,69,1_0.076,1,{等级} 1,{天赋技能}：{效果触发概率} +7.6%,SusaMaki·Sp Relic,Talent Skill：Effect Trigger Probability +7.6%,Lv 1
20117,m_20116,{须佐真希}·{特典} {圣物},5,5,0,3_18,69,1_0.114,2,{等级} 2,{天赋技能}：{效果触发概率} +11.4%,SusaMaki·Sp Relic,Talent Skill：Effect Trigger Probability +11.4%,Lv 2
20118,m_20116,{须佐真希}·{特典} {圣物},5,5,0,3_18,69,1_0.152,3,{等级} 3,{天赋技能}：{效果触发概率} +15.2%,SusaMaki·Sp Relic,Talent Skill：Effect Trigger Probability +15.2%,Lv 3
20119,m_20116,{须佐真希}·{特典} {圣物},5,5,0,3_18,69,1_0.190,4,{等级} 4,{天赋技能}：{效果触发概率} +19.0%,SusaMaki·Sp Relic,Talent Skill：Effect Trigger Probability +19.0%,Lv 4
20120,m_20116,{须佐真希}·{特典} {圣物},5,5,0,3_18,69,1_0.228,5,{等级} 5,{天赋技能}：{效果触发概率} +22.8%,SusaMaki·Sp Relic,Talent Skill：Effect Trigger Probability +22.8%,Lv 5
20121,m_20121,{克图格亚}·{特典} {圣物},5,5,0,2_73,70,45_0.04,1,{等级} 1,{天赋技能}：{技能触发概率} +4.0%,Cthugha·Sp Relic,Talent Skill：Skill Trigger Probability +4.0%,Lv 1
20122,m_20121,{克图格亚}·{特典} {圣物},5,5,0,2_73,70,45_0.06,2,{等级} 2,{天赋技能}：{技能触发概率} +6.0%,Cthugha·Sp Relic,Talent Skill：Skill Trigger Probability +6.0%,Lv 2
20123,m_20121,{克图格亚}·{特典} {圣物},5,5,0,2_73,70,45_0.08,3,{等级} 3,{天赋技能}：{技能触发概率} +8.0%,Cthugha·Sp Relic,Talent Skill：Skill Trigger Probability +8.0%,Lv 3
20124,m_20121,{克图格亚}·{特典} {圣物},5,5,0,2_73,70,45_0.10,4,{等级} 4,{天赋技能}：{技能触发概率} +10.0%,Cthugha·Sp Relic,Talent Skill：Skill Trigger Probability +10.0%,Lv 4
20125,m_20121,{克图格亚}·{特典} {圣物},5,5,0,2_73,70,45_0.12,5,{等级} 5,{天赋技能}：{技能触发概率} +12.0%,Cthugha·Sp Relic,Talent Skill：Skill Trigger Probability +12.0%,Lv 5
20126,m_20126,{荒}·{特典} {圣物},5,5,0,1_47,71,7_0.046,1,{等级} 1,{天赋技能}：{受到伤害提高} +4.6%({不受属性影响}),Susabi·Sp Relic,Talent Skill：DMG Taken Increased +4.6%(Not Affected By Attribute),Lv 1
20127,m_20126,{荒}·{特典} {圣物},5,5,0,1_47,71,7_0.069,2,{等级} 2,{天赋技能}：{受到伤害提高} +6.9%({不受属性影响}),Susabi·Sp Relic,Talent Skill：DMG Taken Increased +6.9%(Not Affected By Attribute),Lv 2
20128,m_20126,{荒}·{特典} {圣物},5,5,0,1_47,71,7_0.092,3,{等级} 3,{天赋技能}：{受到伤害提高} +9.2%({不受属性影响}),Susabi·Sp Relic,Talent Skill：DMG Taken Increased +9.2%(Not Affected By Attribute),Lv 3
20129,m_20126,{荒}·{特典} {圣物},5,5,0,1_47,71,7_0.115,4,{等级} 4,{天赋技能}：{受到伤害提高} +11.5%({不受属性影响}),Susabi·Sp Relic,Talent Skill：DMG Taken Increased +11.5%(Not Affected By Attribute),Lv 4
20130,m_20126,{荒}·{特典} {圣物},5,5,0,1_47,71,7_0.138,5,{等级} 5,{天赋技能}：{受到伤害提高} +13.8%({不受属性影响}),Susabi·Sp Relic,Talent Skill：DMG Taken Increased +13.8%(Not Affected By Attribute),Lv 5
20131,m_20131,{拉法叶}·{特典} {圣物},5,5,0,1_37,72,1_0.0450,1,{等级} 1,{天赋技能}：{效果触发概率} +4.50%,Lafayette·Sp Relic,Talent Skill：Effect Trigger Probability +4.50%,Lv 1
20132,m_20131,{拉法叶}·{特典} {圣物},5,5,0,1_37,72,1_0.0675,2,{等级} 2,{天赋技能}：{效果触发概率} +6.75%,Lafayette·Sp Relic,Talent Skill：Effect Trigger Probability +6.75%,Lv 2
20133,m_20131,{拉法叶}·{特典} {圣物},5,5,0,1_37,72,1_0.0900,3,{等级} 3,{天赋技能}：{效果触发概率} +9.00%,Lafayette·Sp Relic,Talent Skill：Effect Trigger Probability +9.00%,Lv 3
20134,m_20131,{拉法叶}·{特典} {圣物},5,5,0,1_37,72,1_0.1125,4,{等级} 4,{天赋技能}：{效果触发概率} +11.25%,Lafayette·Sp Relic,Talent Skill：Effect Trigger Probability +11.25%,Lv 4
20135,m_20131,{拉法叶}·{特典} {圣物},5,5,0,1_37,72,1_0.1350,5,{等级} 5,{天赋技能}：{效果触发概率} +13.50%,Lafayette·Sp Relic,Talent Skill：Effect Trigger Probability +13.50%,Lv 5
20136,m_20136,{贝拉拉} {圣物},5,5,0,4_15,73,45_0.0450,1,{等级} 1,{天赋技能}：{技能触发概率} +4.50%,Belala Relic,Talent Skill：Skill Trigger Probability +4.50%,Lv 1
20137,m_20136,{贝拉拉} {圣物},5,5,0,4_15,73,45_0.0675,2,{等级} 2,{天赋技能}：{技能触发概率} +6.75%,Belala Relic,Talent Skill：Skill Trigger Probability +6.75%,Lv 2
20138,m_20136,{贝拉拉} {圣物},5,5,0,4_15,73,45_0.0900,3,{等级} 3,{天赋技能}：{技能触发概率} +9.00%,Belala Relic,Talent Skill：Skill Trigger Probability +9.00%,Lv 3
20139,m_20136,{贝拉拉} {圣物},5,5,0,4_15,73,45_0.1125,4,{等级} 4,{天赋技能}：{技能触发概率} +11.25%,Belala Relic,Talent Skill：Skill Trigger Probability +11.25%,Lv 4
20140,m_20136,{贝拉拉} {圣物},5,5,0,4_15,73,45_0.1350,5,{等级} 5,{天赋技能}：{技能触发概率} +13.50%,Belala Relic,Talent Skill：Skill Trigger Probability +13.50%,Lv 5
20141,m_20141,{米娅}·{特典} {圣物},5,5,0,2_71,74,45_0.050,1,{等级} 1,{天赋技能}：{技能触发概率} +5.00%,Mia·Sp Relic,Talent Skill：Skill Trigger Probability +5.00%,Lv 1
20142,m_20141,{米娅}·{特典} {圣物},5,5,0,2_71,74,45_0.075,2,{等级} 2,{天赋技能}：{技能触发概率} +7.50%,Mia·Sp Relic,Talent Skill：Skill Trigger Probability +7.50%,Lv 2
20143,m_20141,{米娅}·{特典} {圣物},5,5,0,2_71,74,45_0.100,3,{等级} 3,{天赋技能}：{技能触发概率} +10.00%,Mia·Sp Relic,Talent Skill：Skill Trigger Probability +10.00%,Lv 3
20144,m_20141,{米娅}·{特典} {圣物},5,5,0,2_71,74,45_0.125,4,{等级} 4,{天赋技能}：{技能触发概率} +12.50%,Mia·Sp Relic,Talent Skill：Skill Trigger Probability +12.50%,Lv 4
20145,m_20141,{米娅}·{特典} {圣物},5,5,0,2_71,74,45_0.150,5,{等级} 5,{天赋技能}：{技能触发概率} +15.00%,Mia·Sp Relic,Talent Skill：Skill Trigger Probability +15.00%,Lv 5
20146,m_20146,{瓦妮莎}·{特典} {圣物},5,5,0,2_77,75,45_0.0450,1,{等级} 1,{天赋技能}：{技能触发概率} +4.50%,Vanessa·Sp Relic,Talent Skill：Skill Trigger Probability +4.50%,Lv 1
20147,m_20146,{瓦妮莎}·{特典} {圣物},5,5,0,2_77,75,45_0.0675,2,{等级} 2,{天赋技能}：{技能触发概率} +6.75%,Vanessa·Sp Relic,Talent Skill：Skill Trigger Probability +6.75%,Lv 2
20148,m_20146,{瓦妮莎}·{特典} {圣物},5,5,0,2_77,75,45_0.0900,3,{等级} 3,{天赋技能}：{技能触发概率} +9.00%,Vanessa·Sp Relic,Talent Skill：Skill Trigger Probability +9.00%,Lv 3
20149,m_20146,{瓦妮莎}·{特典} {圣物},5,5,0,2_77,75,45_0.1125,4,{等级} 4,{天赋技能}：{技能触发概率} +11.25%,Vanessa·Sp Relic,Talent Skill：Skill Trigger Probability +11.25%,Lv 4
20150,m_20146,{瓦妮莎}·{特典} {圣物},5,5,0,2_77,75,45_0.1350,5,{等级} 5,{天赋技能}：{技能触发概率} +13.50%,Vanessa·Sp Relic,Talent Skill：Skill Trigger Probability +13.50%,Lv 5
20151,m_20151,{巴托里}·{特典} {圣物},5,5,0,2_72,76,45_0.050,1,{等级} 1,{天赋技能}：{技能触发概率} +5.00%,Batory·Sp Relic,Talent Skill：Skill Trigger Probability +5.00%,Lv 1
20152,m_20151,{巴托里}·{特典} {圣物},5,5,0,2_72,76,45_0.075,2,{等级} 2,{天赋技能}：{技能触发概率} +7.50%,Batory·Sp Relic,Talent Skill：Skill Trigger Probability +7.50%,Lv 2
20153,m_20151,{巴托里}·{特典} {圣物},5,5,0,2_72,76,45_0.100,3,{等级} 3,{天赋技能}：{技能触发概率} +10.00%,Batory·Sp Relic,Talent Skill：Skill Trigger Probability +10.00%,Lv 3
20154,m_20151,{巴托里}·{特典} {圣物},5,5,0,2_72,76,45_0.125,4,{等级} 4,{天赋技能}：{技能触发概率} +12.50%,Batory·Sp Relic,Talent Skill：Skill Trigger Probability +12.50%,Lv 4
20155,m_20151,{巴托里}·{特典} {圣物},5,5,0,2_72,76,45_0.150,5,{等级} 5,{天赋技能}：{技能触发概率} +15.00%,Batory·Sp Relic,Talent Skill：Skill Trigger Probability +15.00%,Lv 5
20156,m_20156,{佐伊}·{特典} {圣物},5,5,0,3_19,77,5_0.066,1,{等级} 1,{天赋技能}：{造成伤害提高} +6.6%({不受属性影响}),Zoe·Sp Relic,Talent Skill：DMG Dealt Increased +6.6%(Not Affected By Attribute),Lv 1
20157,m_20156,{佐伊}·{特典} {圣物},5,5,0,3_19,77,5_0.099,2,{等级} 2,{天赋技能}：{造成伤害提高} +9.9%({不受属性影响}),Zoe·Sp Relic,Talent Skill：DMG Dealt Increased +9.9%(Not Affected By Attribute),Lv 2
20158,m_20156,{佐伊}·{特典} {圣物},5,5,0,3_19,77,5_0.132,3,{等级} 3,{天赋技能}：{造成伤害提高} +13.2%({不受属性影响}),Zoe·Sp Relic,Talent Skill：DMG Dealt Increased +13.2%(Not Affected By Attribute),Lv 3
20159,m_20156,{佐伊}·{特典} {圣物},5,5,0,3_19,77,5_0.165,4,{等级} 4,{天赋技能}：{造成伤害提高} +16.5%({不受属性影响}),Zoe·Sp Relic,Talent Skill：DMG Dealt Increased +16.5%(Not Affected By Attribute),Lv 4
20160,m_20156,{佐伊}·{特典} {圣物},5,5,0,3_19,77,5_0.198,5,{等级} 5,{天赋技能}：{造成伤害提高} +19.8%({不受属性影响}),Zoe·Sp Relic,Talent Skill：DMG Dealt Increased +19.8%(Not Affected By Attribute),Lv 5
20161,m_20161,{达菲}·{特典} {圣物},5,5,0,4_26,78,45_0.0450,1,{等级} 1,{天赋技能}：{技能触发概率} +4.50%,Duffy·Sp Relic,Talent Skill：Skill Trigger Probability +4.50%,Lv 1
20162,m_20161,{达菲}·{特典} {圣物},5,5,0,4_26,78,45_0.0675,2,{等级} 2,{天赋技能}：{技能触发概率} +6.75%,Duffy·Sp Relic,Talent Skill：Skill Trigger Probability +6.75%,Lv 2
20163,m_20161,{达菲}·{特典} {圣物},5,5,0,4_26,78,45_0.0900,3,{等级} 3,{天赋技能}：{技能触发概率} +9.00%,Duffy·Sp Relic,Talent Skill：Skill Trigger Probability +9.00%,Lv 3
