skill_type,skill_id,Lv,Effecs,des,des_en
2,120,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,120,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,120,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,120,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,120,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,121,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,121,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,121,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,121,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,121,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,124,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,124,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,124,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,124,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,124,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,99,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,99,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,99,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,99,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,99,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
2,62,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,62,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,62,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,62,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,62,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,63,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
2,63,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
2,63,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
2,63,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
2,63,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
2,146,1,45_0.020,{技能触发概率} +2.0%,Skill Trigger Probability +2.0%
2,146,2,45_0.040,{技能触发概率} +4.0%,Skill Trigger Probability +4.0%
2,146,3,45_0.060,{技能触发概率} +6.0%,Skill Trigger Probability +6.0%
2,146,4,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
2,146,5,45_0.100,{技能触发概率} +10.0%,Skill Trigger Probability +10.0%
2,148,1,45_0.0144,{技能触发概率} +1.44%,Skill Trigger Probability +1.44%
2,148,2,45_0.0288,{技能触发概率} +2.88%,Skill Trigger Probability +2.88%
2,148,3,45_0.0432,{技能触发概率} +4.32%,Skill Trigger Probability +4.32%
2,148,4,45_0.0576,{技能触发概率} +5.76%,Skill Trigger Probability +5.76%
2,148,5,45_0.0720,{技能触发概率} +7.20%,Skill Trigger Probability +7.20%
2,150,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
2,150,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
2,150,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
2,150,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
2,150,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
3,7,1,3_0.046,{治疗系数} +0.046,Healing Coefficient +0.046
3,7,2,3_0.092,{治疗系数} +0.092,Healing Coefficient +0.092
3,7,3,3_0.138,{治疗系数} +0.138,Healing Coefficient +0.138
3,7,4,3_0.184,{治疗系数} +0.184,Healing Coefficient +0.184
3,8,1,5_0.035,{造成伤害提高} +3.5%({不受属性影响}),DMG Dealt Increased +3.5%(Not Affected By Attribute)
3,8,2,5_0.070,{造成伤害提高} +7.0%({不受属性影响}),DMG Dealt Increased +7.0%(Not Affected By Attribute)
3,8,3,5_0.105,{造成伤害提高} +10.5%({不受属性影响}),DMG Dealt Increased +10.5%(Not Affected By Attribute)
3,8,4,5_0.140,{造成伤害提高} +14.0%({不受属性影响}),DMG Dealt Increased +14.0%(Not Affected By Attribute)
3,9,1,2_0.028,{伤害系数} +0.028,DMG Coefficient +0.028
3,9,2,2_0.056,{伤害系数} +0.056,DMG Coefficient +0.056
3,9,3,2_0.084,{伤害系数} +0.084,DMG Coefficient +0.084
3,9,4,2_0.112,{伤害系数} +0.112,DMG Coefficient +0.112
3,13,1,13_3.2,{所有属性提高} +3.2({不受属性影响}),Increase All Attributes +3.2(Not Affected By Attribute)
3,13,2,13_6.4,{所有属性提高} +6.4({不受属性影响}),Increase All Attributes +6.4(Not Affected By Attribute)
3,13,3,13_9.6,{所有属性提高} +9.6({不受属性影响}),Increase All Attributes +9.6(Not Affected By Attribute)
3,13,4,13_12.8,{所有属性提高} +12.8({不受属性影响}),Increase All Attributes +12.8(Not Affected By Attribute)
3,6,1,44_0.04,{受到燃烧伤害降低} +4%({不受属性影响}),Burning DMG Taken Reduced +4%(Not Affected By Attribute)
3,6,2,44_0.08,{受到燃烧伤害降低} +8%({不受属性影响}),Burning DMG Taken Reduced +8%(Not Affected By Attribute)
3,6,3,44_0.12,{受到燃烧伤害降低} +12%({不受属性影响}),Burning DMG Taken Reduced +12%(Not Affected By Attribute)
3,6,4,44_0.16,{受到燃烧伤害降低} +16%({不受属性影响}),Burning DMG Taken Reduced +16%(Not Affected By Attribute)
3,14,1,43_0.04,{受到咒术伤害降低} +4%({不受属性影响}),Curse DMG Taken  Reduced +4%(Not Affected By Attribute)
3,14,2,43_0.08,{受到咒术伤害降低} +8%({不受属性影响}),Curse DMG Taken  Reduced +8%(Not Affected By Attribute)
3,14,3,43_0.12,{受到咒术伤害降低} +12%({不受属性影响}),Curse DMG Taken  Reduced +12%(Not Affected By Attribute)
3,14,4,43_0.16,{受到咒术伤害降低} +16%({不受属性影响}),Curse DMG Taken  Reduced +16%(Not Affected By Attribute)
3,16,1,2_0.028,{伤害系数} +0.028,DMG Coefficient +0.028
3,16,2,2_0.056,{伤害系数} +0.056,DMG Coefficient +0.056
3,16,3,2_0.084,{伤害系数} +0.084,DMG Coefficient +0.084
3,16,4,2_0.112,{伤害系数} +0.112,DMG Coefficient +0.112
3,16,5,2_0.140,{伤害系数} +0.140,DMG Coefficient +0.140
3,17,1,5_0.014,{造成伤害提高} +1.4%({不受属性影响}),DMG Dealt Increased +1.4%(Not Affected By Attribute)
3,17,2,5_0.028,{造成伤害提高} +2.8%({不受属性影响}),DMG Dealt Increased +2.8%(Not Affected By Attribute)
3,17,3,5_0.042,{造成伤害提高} +4.2%({不受属性影响}),DMG Dealt Increased +4.2%(Not Affected By Attribute)
3,17,4,5_0.056,{造成伤害提高} +5.6%({不受属性影响}),DMG Dealt Increased +5.6%(Not Affected By Attribute)
3,17,5,5_0.070,{造成伤害提高} +7.0%({不受属性影响}),DMG Dealt Increased +7.0%(Not Affected By Attribute)
3,31,1,8_0.014,{受到伤害降低} +1.4%({不受属性影响}),DMG Taken Reduced +1.4%(Not Affected By Attribute)
3,31,2,8_0.028,{受到伤害降低} +2.8%({不受属性影响}),DMG Taken Reduced +2.8%(Not Affected By Attribute)
3,31,3,8_0.042,{受到伤害降低} +4.2%({不受属性影响}),DMG Taken Reduced +4.2%(Not Affected By Attribute)
3,31,4,8_0.056,{受到伤害降低} +5.6%({不受属性影响}),DMG Taken Reduced +5.6%(Not Affected By Attribute)
3,31,5,8_0.070,{受到伤害降低} +7.0%({不受属性影响}),DMG Taken Reduced +7.0%(Not Affected By Attribute)
3,22,1,4_0.02,{离间系数} +0.02,Blood Sucking Coefficien +0.02
3,22,2,4_0.04,{离间系数} +0.04,Blood Sucking Coefficien +0.04
3,22,3,4_0.06,{离间系数} +0.06,Blood Sucking Coefficien +0.06
3,22,4,4_0.08,{离间系数} +0.08,Blood Sucking Coefficien +0.08
3,22,5,4_0.10,{离间系数} +0.10,Blood Sucking Coefficien +0.10
3,24,1,1_0.012,{效果触发概率} +1.2%,Effect Trigger Probability +1.2%
3,24,2,1_0.024,{效果触发概率} +2.4%,Effect Trigger Probability +2.4%
3,24,3,1_0.036,{效果触发概率} +3.6%,Effect Trigger Probability +3.6%
3,24,4,1_0.048,{效果触发概率} +4.8%,Effect Trigger Probability +4.8%
3,24,5,1_0.060,{效果触发概率} +6.0%,Effect Trigger Probability +6.0%
3,15,1,5_0.0064,{造成伤害提高} +0.64%({不受属性影响}),DMG Dealt Increased +0.64%(Not Affected By Attribute)
3,15,2,5_0.0128,{造成伤害提高} +1.28%({不受属性影响}),DMG Dealt Increased +1.28%(Not Affected By Attribute)
3,15,3,5_0.0192,{造成伤害提高} +1.92%({不受属性影响}),DMG Dealt Increased +1.92%(Not Affected By Attribute)
3,15,4,5_0.0256,{造成伤害提高} +2.56%({不受属性影响}),DMG Dealt Increased +2.56%(Not Affected By Attribute)
3,15,5,5_0.0320,{造成伤害提高} +3.20%({不受属性影响}),DMG Dealt Increased +3.20%(Not Affected By Attribute)
3,32,1,33_0.024,{追击技能伤害提高} +2.4%({不受属性影响}),Pursuit Skill DMG Dealt Increased +2.4%(Not Affected By Attribute)
3,32,2,33_0.048,{追击技能伤害提高} +4.8%({不受属性影响}),Pursuit Skill DMG Dealt Increased +4.8%(Not Affected By Attribute)
3,32,3,33_0.072,{追击技能伤害提高} +7.2%({不受属性影响}),Pursuit Skill DMG Dealt Increased +7.2%(Not Affected By Attribute)
3,32,4,33_0.096,{追击技能伤害提高} +9.6%({不受属性影响}),Pursuit Skill DMG Dealt Increased +9.6%(Not Affected By Attribute)
3,32,5,33_0.120,{追击技能伤害提高} +12.0%({不受属性影响}),Pursuit Skill DMG Dealt Increased +12.0%(Not Affected By Attribute)
3,25,1,31_0.024,{战术技能伤害提高} +2.4%({不受属性影响}),Tactical Skill DMG Dealt Increased +2.4%(Not Affected By Attribute)
3,25,2,31_0.048,{战术技能伤害提高} +4.8%({不受属性影响}),Tactical Skill DMG Dealt Increased +4.8%(Not Affected By Attribute)
3,25,3,31_0.072,{战术技能伤害提高} +7.2%({不受属性影响}),Tactical Skill DMG Dealt Increased +7.2%(Not Affected By Attribute)
3,25,4,31_0.096,{战术技能伤害提高} +9.6%({不受属性影响}),Tactical Skill DMG Dealt Increased +9.6%(Not Affected By Attribute)
3,25,5,31_0.120,{战术技能伤害提高} +12.0%({不受属性影响}),Tactical Skill DMG Dealt Increased +12.0%(Not Affected By Attribute)
3,35,1,33_0.04,{追击技能伤害提高} +4%({不受属性影响}),Pursuit Skill DMG Dealt Increased +4%(Not Affected By Attribute)
3,35,2,33_0.08,{追击技能伤害提高} +8%({不受属性影响}),Pursuit Skill DMG Dealt Increased +8%(Not Affected By Attribute)
3,35,3,33_0.12,{追击技能伤害提高} +12%({不受属性影响}),Pursuit Skill DMG Dealt Increased +12%(Not Affected By Attribute)
3,35,4,33_0.16,{追击技能伤害提高} +16%({不受属性影响}),Pursuit Skill DMG Dealt Increased +16%(Not Affected By Attribute)
3,35,5,33_0.20,{追击技能伤害提高} +20%({不受属性影响}),Pursuit Skill DMG Dealt Increased +20%(Not Affected By Attribute)
3,23,1,31_0.04,{战术技能伤害提高} +4%({不受属性影响}),Tactical Skill DMG Dealt Increased +4%(Not Affected By Attribute)
3,23,2,31_0.08,{战术技能伤害提高} +8%({不受属性影响}),Tactical Skill DMG Dealt Increased +8%(Not Affected By Attribute)
3,23,3,31_0.12,{战术技能伤害提高} +12%({不受属性影响}),Tactical Skill DMG Dealt Increased +12%(Not Affected By Attribute)
3,23,4,31_0.16,{战术技能伤害提高} +16%({不受属性影响}),Tactical Skill DMG Dealt Increased +16%(Not Affected By Attribute)
3,23,5,31_0.20,{战术技能伤害提高} +20%({不受属性影响}),Tactical Skill DMG Dealt Increased +20%(Not Affected By Attribute)
3,26,1,1_0.016,{效果触发概率} +1.6%,Effect Trigger Probability +1.6%
3,26,2,1_0.032,{效果触发概率} +3.2%,Effect Trigger Probability +3.2%
3,26,3,1_0.048,{效果触发概率} +4.8%,Effect Trigger Probability +4.8%
3,26,4,1_0.064,{效果触发概率} +6.4%,Effect Trigger Probability +6.4%
3,26,5,1_0.080,{效果触发概率} +8.0%,Effect Trigger Probability +8.0%
3,27,1,1_0.022,{效果触发概率} +2.2%,Effect Trigger Probability +2.2%
3,27,2,1_0.044,{效果触发概率} +4.4%,Effect Trigger Probability +4.4%
3,27,3,1_0.066,{效果触发概率} +6.6%,Effect Trigger Probability +6.6%
3,27,4,1_0.088,{效果触发概率} +8.8%,Effect Trigger Probability +8.8%
3,27,5,1_0.110,{效果触发概率} +11.0%,Effect Trigger Probability +11.0%
3,28,1,1_0.022,{效果触发概率} +2.2%,Effect Trigger Probability +2.2%
3,28,2,1_0.044,{效果触发概率} +4.4%,Effect Trigger Probability +4.4%
3,28,3,1_0.066,{效果触发概率} +6.6%,Effect Trigger Probability +6.6%
3,28,4,1_0.088,{效果触发概率} +8.8%,Effect Trigger Probability +8.8%
3,28,5,1_0.110,{效果触发概率} +11.0%,Effect Trigger Probability +11.0%
3,33,1,1_0.022,{效果触发概率} +2.2%,Effect Trigger Probability +2.2%
3,33,2,1_0.044,{效果触发概率} +4.4%,Effect Trigger Probability +4.4%
3,33,3,1_0.066,{效果触发概率} +6.6%,Effect Trigger Probability +6.6%
3,33,4,1_0.088,{效果触发概率} +8.8%,Effect Trigger Probability +8.8%
3,33,5,1_0.110,{效果触发概率} +11.0%,Effect Trigger Probability +11.0%
3,34,1,41_1.2,{真实伤害基数} +1.2,Real DMG Base +1.2
3,34,2,41_2.4,{真实伤害基数} +2.4,Real DMG Base +2.4
3,34,3,41_3.6,{真实伤害基数} +3.6,Real DMG Base +3.6
3,34,4,41_4.8,{真实伤害基数} +4.8,Real DMG Base +4.8
3,34,5,41_6.0,{真实伤害基数} +6.0,Real DMG Base +6.0
3,36,1,1_0.024,{效果触发概率} +2.4%,Effect Trigger Probability +2.4%
3,36,2,1_0.048,{效果触发概率} +4.8%,Effect Trigger Probability +4.8%
3,36,3,1_0.072,{效果触发概率} +7.2%,Effect Trigger Probability +7.2%
3,36,4,1_0.096,{效果触发概率} +9.6%,Effect Trigger Probability +9.6%
3,36,5,1_0.120,{效果触发概率} +12.0%,Effect Trigger Probability +12.0%
3,37,1,1_0.014,{效果触发概率} +1.4%,Effect Trigger Probability +1.4%
3,37,2,1_0.028,{效果触发概率} +2.8%,Effect Trigger Probability +2.8%
3,37,3,1_0.042,{效果触发概率} +4.2%,Effect Trigger Probability +4.2%
3,37,4,1_0.056,{效果触发概率} +5.6%,Effect Trigger Probability +5.6%
3,37,5,1_0.070,{效果触发概率} +7.0%,Effect Trigger Probability +7.0%
3,38,1,31_0.032,{战术技能伤害提高} +3.2%({不受属性影响}),Tactical Skill DMG Dealt Increased +3.2%(Not Affected By Attribute)
3,38,2,31_0.064,{战术技能伤害提高} +6.4%({不受属性影响}),Tactical Skill DMG Dealt Increased +6.4%(Not Affected By Attribute)
3,38,3,31_0.096,{战术技能伤害提高} +9.6%({不受属性影响}),Tactical Skill DMG Dealt Increased +9.6%(Not Affected By Attribute)
3,38,4,31_0.128,{战术技能伤害提高} +12.8%({不受属性影响}),Tactical Skill DMG Dealt Increased +12.8%(Not Affected By Attribute)
3,38,5,31_0.160,{战术技能伤害提高} +16.0%({不受属性影响}),Tactical Skill DMG Dealt Increased +16.0%(Not Affected By Attribute)
3,39,1,1_0.012,{效果触发概率} +1.2%,Effect Trigger Probability +1.2%
3,39,2,1_0.024,{效果触发概率} +2.4%,Effect Trigger Probability +2.4%
3,39,3,1_0.036,{效果触发概率} +3.6%,Effect Trigger Probability +3.6%
3,39,4,1_0.048,{效果触发概率} +4.8%,Effect Trigger Probability +4.8%
3,39,5,1_0.060,{效果触发概率} +6.0%,Effect Trigger Probability +6.0%
3,40,1,1_0.024,{效果触发概率} +2.4%,Effect Trigger Probability +2.4%
3,40,2,1_0.048,{效果触发概率} +4.8%,Effect Trigger Probability +4.8%
3,40,3,1_0.072,{效果触发概率} +7.2%,Effect Trigger Probability +7.2%
3,40,4,1_0.096,{效果触发概率} +9.6%,Effect Trigger Probability +9.6%
3,40,5,1_0.12,{效果触发概率} +12.0%,Effect Trigger Probability +12.0%
3,41,1,1_0.03,{效果触发概率} +3.0%,Effect Trigger Probability +3.0%
3,41,2,1_0.06,{效果触发概率} +6.0%,Effect Trigger Probability +6.0%
3,41,3,1_0.09,{效果触发概率} +9.0%,Effect Trigger Probability +9.0%
3,41,4,1_0.12,{效果触发概率} +12.0%,Effect Trigger Probability +12.0%
3,41,5,1_0.15,{效果触发概率} +15.0%,Effect Trigger Probability +15.0%
3,42,1,1_0.03,{效果触发概率} +3.0%,Effect Trigger Probability +3.0%
3,42,2,1_0.06,{效果触发概率} +6.0%,Effect Trigger Probability +6.0%
3,42,3,1_0.09,{效果触发概率} +9.0%,Effect Trigger Probability +9.0%
3,42,4,1_0.12,{效果触发概率} +12.0%,Effect Trigger Probability +12.0%
3,42,5,1_0.15,{效果触发概率} +15.0%,Effect Trigger Probability +15.0%
4,4,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,4,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,4,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,4,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,5,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
4,5,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
4,5,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
4,5,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
4,6,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,6,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,6,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,6,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,7,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,7,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,7,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,7,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,8,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,8,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,8,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,8,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,9,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,9,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,9,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,9,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,11,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,11,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,11,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,11,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,16,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,16,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,16,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,16,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,16,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,12,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
4,12,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
4,12,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
4,12,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
4,12,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
4,13,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
4,13,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
4,13,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
4,13,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
4,13,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
4,17,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
4,17,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
4,17,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
4,17,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
4,17,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
4,18,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,18,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,18,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,18,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,18,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,27,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,27,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,27,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,27,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,27,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,20,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,20,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,20,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,20,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,20,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,21,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,21,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,21,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,21,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,21,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,22,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,22,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,22,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,22,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,22,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,23,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,23,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,23,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,23,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,23,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,24,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,24,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,24,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,24,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,24,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,25,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
4,25,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
4,25,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
4,25,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
4,25,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
4,28,1,45_0.018,{技能触发概率} +1.8%,Skill Trigger Probability +1.8%
4,28,2,45_0.036,{技能触发概率} +3.6%,Skill Trigger Probability +3.6%
4,28,3,45_0.054,{技能触发概率} +5.4%,Skill Trigger Probability +5.4%
4,28,4,45_0.072,{技能触发概率} +7.2%,Skill Trigger Probability +7.2%
4,28,5,45_0.090,{技能触发概率} +9.0%,Skill Trigger Probability +9.0%
4,30,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,30,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,30,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,30,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,30,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,31,1,45_0.016,{技能触发概率} +1.6%,Skill Trigger Probability +1.6%
4,31,2,45_0.032,{技能触发概率} +3.2%,Skill Trigger Probability +3.2%
4,31,3,45_0.048,{技能触发概率} +4.8%,Skill Trigger Probability +4.8%
4,31,4,45_0.064,{技能触发概率} +6.4%,Skill Trigger Probability +6.4%
4,31,5,45_0.080,{技能触发概率} +8.0%,Skill Trigger Probability +8.0%
4,32,1,45_0.014,{技能触发概率} +1.4%,Skill Trigger Probability +1.4%
4,32,2,45_0.028,{技能触发概率} +2.8%,Skill Trigger Probability +2.8%
4,32,3,45_0.042,{技能触发概率} +4.2%,Skill Trigger Probability +4.2%
4,32,4,45_0.056,{技能触发概率} +5.6%,Skill Trigger Probability +5.6%
4,32,5,45_0.070,{技能触发概率} +7.0%,Skill Trigger Probability +7.0%
