AiNum,GroupType,Des,HeroNum1,SkillNum1,HeroNum2,SkillNum2,HeroNum3,SkillNum3,Des_en
71664,7,荒原组合Lv.413_4,67,1_41+3_31+1_68+1_70,72,1_37+1_28+1_25+1_29,109,2_119+3_28+2_110+3_31,
71665,7,荒原组合Lv.413_5,69,3_18+2_65+2_64+2_123,92,2_94+2_124+3_28+1_76,66,1_42+1_35+1_32+1_31,
71666,7,荒原组合Lv.414_1,46,3_20+4_16+4_25+3_17,113,1_84+1_33+1_79+2_141,67,1_41+1_56+2_148+1_27,
71667,7,荒原组合Lv.414_2,22,2_76+2_102+3_34+2_100,97,1_52+1_29+1_58+1_76,66,1_42+1_35+1_32+1_31,
71668,7,荒原组合Lv.414_3,98,2_111+2_101+3_26+3_22,116,2_147+1_28+1_61+2_110,92,2_94+1_88+2_110+1_27,
71669,7,荒原组合Lv.414_4,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71670,7,荒原组合Lv.414_5,77,3_19+4_12+4_13+1_48,113,1_84+1_88+1_87+1_34,62,1_38+1_29+1_79+1_88,
71671,7,荒原组合Lv.415_1,92,2_94+1_88+2_110+1_62,101,1_63+1_64+1_49+2_110,98,2_111+2_101+3_15+3_28,
71672,7,荒原组合Lv.415_2,46,3_20+4_16+4_25+3_17,40,1_26+1_49+1_56+2_110,66,1_42+1_32+1_31+1_62,
71673,7,荒原组合Lv.415_3,99,2_113+2_100+2_66+2_102,105,1_65+1_74+2_114+1_46,97,1_52+1_76+1_29+1_12,
71674,7,荒原组合Lv.415_4,22,2_76+2_102+3_34+2_100,34,1_40+1_49+2_148+2_61,72,1_37+1_56+2_114+3_28,
71675,7,荒原组合Lv.415_5,100,3_29+2_132+2_60+2_101,68,1_36+1_62+2_99+1_29,67,1_41+1_56+2_148+1_27,
71676,7,荒原组合Lv.416_1,60,2_81+2_144+3_26+2_60,40,1_26+1_74+1_46+1_56,97,1_52+1_29+1_58+1_76,
71677,7,荒原组合Lv.416_2,66,1_42+1_56+1_32+1_62,93,2_95+3_26+2_101+2_112,115,1_86+1_29+1_76+1_58,
71678,7,荒原组合Lv.416_3,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71679,7,荒原组合Lv.416_4,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71680,7,荒原组合Lv.416_5,34,1_40+1_49+2_148+2_61,98,2_111+2_101+3_26+3_28,116,2_147+1_76+1_56+1_29,
71681,7,荒原组合Lv.417_1,60,2_81+2_144+3_26+2_60,34,1_40+1_49+2_148+2_61,66,1_42+1_32+1_35+1_56,
71682,7,荒原组合Lv.417_2,100,3_29+2_132+2_60+2_101,105,1_65+1_27+2_58+1_28,61,1_44+1_76+1_49+1_29,
71683,7,荒原组合Lv.417_3,46,3_20+3_37+4_20+4_28,113,1_84+1_79+1_28+1_34,68,1_36+1_62+2_99+1_29,
71684,7,荒原组合Lv.417_4,77,3_19+4_12+4_13+1_48,115,1_86+1_27+1_87+1_82,62,1_38+1_29+1_79+1_88,
71685,7,荒原组合Lv.417_5,92,2_94+1_88+2_110+1_62,101,1_63+1_64+1_49+2_110,98,2_111+2_101+3_15+3_28,
71686,7,荒原组合Lv.418_1,22,2_76+2_102+3_34+2_100,34,1_40+1_49+1_56+2_148,72,1_37+1_28+2_114+1_29,
71687,7,荒原组合Lv.418_2,100,3_29+2_132+2_60+2_101,105,1_65+2_110+2_148+1_28,66,1_42+1_35+1_32+1_31,
71688,7,荒原组合Lv.418_3,60,2_81+2_144+3_26+2_60,40,1_26+1_74+1_46+1_56,97,1_52+1_29+1_58+1_76,
71689,7,荒原组合Lv.418_4,98,2_111+2_101+3_26+3_22,116,2_147+1_28+1_61+2_110,92,2_94+1_88+2_110+1_27,
71690,7,荒原组合Lv.418_5,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71691,7,荒原组合Lv.419_1,98,2_111+2_101+2_66+3_26,92,2_94+2_124+3_28+2_110,66,1_42+1_35+1_32+1_31,
71692,7,荒原组合Lv.419_2,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71693,7,荒原组合Lv.419_3,67,1_41+1_68+3_17+1_27,97,1_52+1_59+1_64+3_31,40,1_26+3_15+3_16+3_22,
71694,7,荒原组合Lv.419_4,46,3_20+4_16+4_25+3_17,68,1_36+1_28+1_59+2_110,113,1_84+1_79+1_28+1_34,
71695,7,荒原组合Lv.419_5,66,1_42+1_32+1_29+1_34,99,2_113+3_26+2_102+2_100,105,1_65+1_76+1_49+1_56,
71696,7,荒原组合Lv.420_1,100,3_29+2_144+2_101+2_66,66,1_42+1_56+1_32+1_35,72,1_37+1_28+1_56+1_88,
71697,7,荒原组合Lv.420_2,67,1_41+3_31+1_68+1_70,40,1_26+2_110+2_141+1_27,97,1_52+1_76+1_29+1_12,
71698,7,荒原组合Lv.420_3,93,2_95+3_26+3_38+3_23,116,2_147+1_28+1_61+2_110,92,2_94+2_124+3_28+1_76,
71699,7,荒原组合Lv.420_4,115,1_86+2_114+1_88+1_76,69,3_18+2_63+2_62+3_28,68,1_36+1_62+2_99+1_29,
71700,7,荒原组合Lv.420_5,61,1_44+1_76+1_49+1_29,98,2_111+2_101+3_26+2_144,105,1_65+1_27+2_58+1_28,
71701,7,荒原组合Lv.421_1,60,2_81+2_144+3_26+2_60,66,1_42+1_32+1_35+1_31,61,1_44+1_76+1_49+1_29,
71702,7,荒原组合Lv.421_2,100,3_29+2_144+2_101+2_66,34,1_40+1_46+1_28+1_29,68,1_36+2_148+2_99+1_49,
71703,7,荒原组合Lv.421_3,22,2_76+3_34+2_126+2_100,72,1_37+2_58+1_56+1_29,40,1_26+1_49+2_110+3_16,
71704,7,荒原组合Lv.421_4,98,2_111+2_101+2_66+3_26,92,2_94+2_124+3_28+2_110,97,1_52+1_29+1_58+1_76,
71705,7,荒原组合Lv.421_5,46,3_20+3_37+4_20+4_28,113,1_84+1_88+1_87+1_34,62,1_38+1_29+1_79+1_88,
71706,7,荒原组合Lv.422_1,99,2_113+2_100+2_66+2_102,105,1_65+2_148+2_114+1_87,34,1_40+1_88+1_35+1_49,
71707,7,荒原组合Lv.422_2,14,2_78+3_27+3_28+2_62,46,3_20+4_16+4_22+3_17,72,1_37+1_88+1_59+1_64,
71708,7,荒原组合Lv.422_3,67,1_41+3_31+1_68+1_70,72,1_37+1_28+1_25+1_29,109,2_119+3_28+2_110+3_31,
71709,7,荒原组合Lv.422_4,60,2_81+3_15+2_144+3_22,101,1_63+1_88+1_61+2_110,92,2_94+1_28+2_110+1_62,
71710,7,荒原组合Lv.422_5,66,1_42+1_56+1_32+1_62,98,2_111+2_101+3_26+2_144,115,1_86+1_29+1_76+1_58,
71711,7,荒原组合Lv.423_1,22,2_76+2_102+3_34+2_100,34,1_40+1_49+1_56+2_148,72,1_37+1_28+2_114+1_29,
71712,7,荒原组合Lv.423_2,99,2_113+2_100+2_66+2_102,105,1_65+1_74+2_114+1_46,66,1_42+1_32+1_35+1_56,
71713,7,荒原组合Lv.423_3,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71714,7,荒原组合Lv.423_4,60,2_81+3_15+2_144+2_60,97,1_52+2_141+2_148+1_77,101,1_63+1_34+1_59+2_148,
71715,7,荒原组合Lv.423_5,100,3_29+2_132+2_60+2_101,92,2_94+1_88+2_110+1_28,61,1_44+1_76+1_49+1_29,
71716,7,荒原组合Lv.424_1,46,3_20+3_37+4_20+4_28,113,1_84+1_79+1_28+1_34,68,1_36+1_62+2_99+1_29,
71717,7,荒原组合Lv.424_2,69,3_18+2_65+2_64+2_123,92,2_94+2_124+3_28+1_76,66,1_42+1_35+1_32+1_31,
71718,7,荒原组合Lv.424_3,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71719,7,荒原组合Lv.424_4,22,2_76+2_102+3_34+2_100,97,1_52+1_29+1_58+1_76,34,1_40+1_49+2_148+2_61,
71720,7,荒原组合Lv.424_5,98,2_111+2_101+3_26+3_22,116,2_147+1_28+1_61+2_110,40,1_26+1_58+3_16+1_88,
71721,7,荒原组合Lv.425_1,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71722,7,荒原组合Lv.425_2,77,3_19+4_12+4_13+1_48,113,1_84+1_88+1_87+1_34,62,1_38+1_29+1_79+1_88,
71723,7,荒原组合Lv.425_3,92,2_94+1_88+2_110+1_62,101,1_63+1_64+1_49+2_110,98,2_111+2_101+3_15+3_28,
71724,7,荒原组合Lv.425_4,46,3_20+4_16+4_25+3_17,40,1_26+1_49+1_56+2_110,66,1_42+1_32+1_31+1_62,
71725,7,荒原组合Lv.425_5,99,2_113+2_100+2_66+2_102,105,1_65+1_74+2_114+1_46,97,1_52+1_76+1_29+1_12,
71726,7,荒原组合Lv.426_1,22,2_76+2_102+3_34+2_100,34,1_40+1_49+2_148+2_61,72,1_37+1_56+2_114+3_28,
71727,7,荒原组合Lv.426_2,100,3_29+2_132+2_60+2_101,105,1_65+2_110+2_148+1_28,61,1_44+1_76+1_49+1_29,
71728,7,荒原组合Lv.426_3,60,2_81+2_144+3_26+2_60,40,1_26+1_74+1_46+1_56,97,1_52+1_29+1_58+1_76,
71729,7,荒原组合Lv.426_4,66,1_42+1_56+1_32+1_62,98,2_111+2_101+3_26+2_144,115,1_86+1_29+1_76+1_58,
71730,7,荒原组合Lv.426_5,114,2_145+2_65+3_27+3_26,92,2_94+1_88+2_110+1_28,107,1_67+1_76+1_29+1_34,
71731,7,荒原组合Lv.427_1,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71732,7,荒原组合Lv.427_2,40,1_26+2_110+1_46+1_58,98,2_111+2_101+3_26+3_28,97,1_52+1_56+2_99+2_59,
71733,7,荒原组合Lv.427_3,60,2_81+2_144+3_26+2_60,92,2_94+1_49+1_82+1_25,66,1_42+1_32+1_35+1_56,
71734,7,荒原组合Lv.427_4,100,3_29+2_132+2_60+2_101,105,1_65+1_27+2_58+1_28,61,1_44+1_76+1_49+1_29,
71735,7,荒原组合Lv.427_5,22,2_76+2_102+3_34+2_100,34,1_40+1_49+2_148+2_61,72,1_37+1_56+2_114+3_28,
71736,7,荒原组合Lv.428_1,77,3_19+4_12+4_13+1_48,113,1_84+1_88+1_87+1_34,62,1_38+1_29+1_79+1_88,
71737,7,荒原组合Lv.428_2,92,2_94+1_88+2_110+1_62,101,1_63+1_64+1_49+2_110,98,2_111+2_101+3_15+3_28,
71738,7,荒原组合Lv.428_3,22,2_76+2_102+3_34+2_100,34,1_40+1_49+1_56+2_148,72,1_37+1_28+2_114+1_29,
71739,7,荒原组合Lv.428_4,100,3_29+2_132+2_60+2_101,105,1_65+2_110+2_148+1_28,66,1_42+1_35+1_32+1_31,
71740,7,荒原组合Lv.428_5,60,2_81+2_144+3_26+2_60,40,1_26+1_74+1_46+1_56,97,1_52+1_29+1_58+1_76,
71741,7,荒原组合Lv.429_1,100,3_29+2_132+2_60+2_101,105,1_65+2_148+2_114+1_87,34,1_40+1_28+1_46+1_49,
71742,7,荒原组合Lv.429_2,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71743,7,荒原组合Lv.429_3,98,2_111+2_101+2_66+3_26,92,2_94+2_124+3_28+2_110,116,2_147+1_29+1_76+1_49,
71744,7,荒原组合Lv.429_4,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71745,7,荒原组合Lv.429_5,60,2_81+2_144+3_26+2_60,61,1_44+1_76+1_49+1_29,66,1_42+1_32+1_35+1_56,
71746,7,荒原组合Lv.430_1,22,2_76+2_102+3_34+2_100,34,1_40+1_49+1_56+2_148,72,1_37+1_28+2_114+1_29,
71747,7,荒原组合Lv.430_2,60,2_81+2_144+3_26+2_60,40,1_26+1_74+1_46+1_56,97,1_52+1_29+1_58+1_76,
71748,7,荒原组合Lv.430_3,100,3_29+2_132+2_60+2_101,105,1_65+2_110+2_148+1_28,116,2_147+1_29+1_76+1_49,
71749,7,荒原组合Lv.430_4,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71750,7,荒原组合Lv.430_5,98,2_111+2_101+2_66+3_26,92,2_94+2_124+3_28+2_110,66,1_42+1_35+1_32+1_31,
71751,7,荒原组合Lv.431_1,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71752,7,荒原组合Lv.431_2,60,2_81+2_144+3_26+2_60,92,2_94+1_49+1_82+1_25,66,1_42+1_32+1_35+1_56,
71753,7,荒原组合Lv.431_3,99,2_113+2_100+2_66+2_102,105,1_65+2_148+2_114+1_87,34,1_40+1_88+1_35+1_49,
71754,7,荒原组合Lv.431_4,46,3_20+4_16+4_25+3_17,113,1_84+1_33+1_79+2_141,67,1_41+1_56+2_148+1_27,
71755,7,荒原组合Lv.431_5,22,2_76+2_102+3_34+2_100,97,1_52+1_59+1_64+3_31,61,1_44+1_76+1_49+1_29,
71756,7,荒原组合Lv.432_1,60,2_81+2_102+3_26+2_60,34,1_40+1_28+1_46+1_49,66,1_42+1_35+1_32+1_31,
71757,7,荒原组合Lv.432_2,99,2_113+2_100+2_66+2_102,105,1_65+1_74+2_114+1_46,97,1_52+1_76+1_29+1_12,
71758,7,荒原组合Lv.432_3,22,2_76+3_34+2_126+2_100,72,1_37+2_58+1_56+1_29,40,1_26+1_49+2_110+3_16,
71759,7,荒原组合Lv.432_4,100,3_29+2_144+2_101+2_66,92,2_94+2_124+1_34+1_76,68,1_36+2_148+2_99+1_49,
71760,7,荒原组合Lv.432_5,77,3_19+4_12+4_13+1_48,113,1_84+1_88+1_87+1_34,62,1_38+1_29+1_79+1_88,
71761,7,荒原组合Lv.433_1,22,2_76+2_102+3_34+2_100,34,1_40+1_49+2_148+2_61,72,1_37+1_56+2_114+3_28,
71762,7,荒原组合Lv.433_2,60,2_81+2_144+3_26+2_60,40,1_26+2_110+2_141+1_27,97,1_52+1_76+1_12+1_56,
71763,7,荒原组合Lv.433_3,100,3_29+2_132+2_60+2_101,105,1_65+1_27+2_58+1_28,61,1_44+1_76+1_49+1_29,
71764,7,荒原组合Lv.433_4,46,3_20+3_37+4_20+4_28,113,1_84+1_79+1_28+1_34,68,1_36+1_62+2_99+1_29,
71765,7,荒原组合Lv.433_5,69,3_18+2_65+2_64+2_123,92,2_94+2_124+3_28+1_76,66,1_42+1_35+1_32+1_31,
71766,7,荒原组合Lv.434_1,67,1_41+1_68+3_17+1_27,97,1_52+1_59+1_64+3_31,40,1_26+3_15+3_16+3_22,
71767,7,荒原组合Lv.434_2,46,3_20+4_16+4_25+3_17,72,1_37+1_28+1_46+2_110,113,1_84+1_88+1_87+1_34,
71768,7,荒原组合Lv.434_3,66,1_42+1_32+1_29+1_34,99,2_113+3_26+2_102+2_100,105,1_65+1_76+1_49+1_56,
71769,7,荒原组合Lv.434_4,100,3_29+2_144+2_101+2_66,92,2_94+2_124+1_34+1_76,68,1_36+2_148+2_99+1_49,
71770,7,荒原组合Lv.434_5,60,2_81+3_15+2_144+3_22,101,1_63+1_88+1_61+2_110,61,1_44+1_76+1_49+1_29,
71771,7,荒原组合Lv.435_1,98,2_111+2_101+3_26+3_22,116,2_147+1_28+1_61+2_110,92,2_94+1_88+2_110+1_27,
71772,7,荒原组合Lv.435_2,46,3_20+4_16+4_25+3_17,69,3_18+2_63+2_62+3_28,72,1_37+1_77+2_110+1_27,
71773,7,荒原组合Lv.435_3,40,1_26+2_110+1_46+1_58,98,2_111+2_101+3_26+3_28,97,1_52+1_56+2_99+2_59,
71774,7,荒原组合Lv.435_4,60,2_81+2_144+3_26+2_60,66,1_42+1_32+1_35+1_31,61,1_44+1_76+1_49+1_29,
71775,7,荒原组合Lv.435_5,100,3_29+2_144+2_101+2_66,105,1_65+1_27+2_58+1_28,68,1_36+2_148+2_99+1_49,
71776,7,荒原组合Lv.436_1,22,2_76+3_34+2_126+2_100,72,1_37+2_58+1_56+1_29,40,1_26+1_49+2_110+3_16,
71777,7,荒原组合Lv.436_2,98,2_111+2_101+2_66+3_26,92,2_94+2_124+3_28+2_110,66,1_42+1_35+1_32+1_31,
71778,7,荒原组合Lv.436_3,60,2_81+2_60+3_26+3_22,40,1_26+1_64+2_148+1_27,97,1_52+1_59+2_62+1_70,
71779,7,荒原组合Lv.436_4,99,2_113+2_100+2_66+2_102,105,1_65+2_148+2_114+1_87,34,1_40+1_88+1_35+1_49,
71780,7,荒原组合Lv.436_5,14,2_78+3_27+3_28+2_62,46,3_20+4_16+4_22+3_17,72,1_37+1_88+1_59+1_64,
71781,7,荒原组合Lv.437_1,67,1_41+3_31+1_68+1_70,72,1_37+1_28+1_25+1_29,109,2_119+3_28+2_110+3_31,
71782,7,荒原组合Lv.437_2,60,2_81+3_15+2_144+3_22,101,1_63+1_88+1_61+2_110,92,2_94+1_28+2_110+1_62,
71783,7,荒原组合Lv.437_3,66,1_42+1_56+1_32+1_62,98,2_111+2_101+3_26+2_144,115,1_86+1_29+1_76+1_58,
71784,7,荒原组合Lv.437_4,22,2_76+2_102+3_34+2_100,34,1_40+1_49+1_56+2_148,72,1_37+1_28+2_114+1_29,
71785,7,荒原组合Lv.437_5,100,3_29+2_132+2_60+2_101,105,1_65+2_110+2_148+1_28,66,1_42+1_35+1_32+1_31,
71786,7,荒原组合Lv.438_1,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71787,7,荒原组合Lv.438_2,60,2_81+3_15+2_144+2_60,97,1_52+2_141+2_148+1_77,101,1_63+1_34+1_59+2_148,
71788,7,荒原组合Lv.438_3,100,3_29+2_132+2_60+2_101,105,1_65+1_27+2_58+1_28,61,1_44+1_76+1_49+1_29,
71789,7,荒原组合Lv.438_4,67,1_41+3_31+1_68+1_70,72,1_37+1_28+1_25+1_29,109,2_119+3_28+2_110+3_31,
71790,7,荒原组合Lv.438_5,69,3_18+2_65+2_64+2_123,92,2_94+2_124+3_28+1_76,66,1_42+1_35+1_32+1_31,
71791,7,荒原组合Lv.439_1,46,3_20+4_16+4_25+3_17,113,1_84+1_33+1_79+2_141,67,1_41+1_56+2_148+1_27,
71792,7,荒原组合Lv.439_2,22,2_76+2_102+3_34+2_100,97,1_52+1_29+1_58+1_76,66,1_42+1_35+1_32+1_31,
71793,7,荒原组合Lv.439_3,98,2_111+2_101+3_26+3_22,116,2_147+1_28+1_61+2_110,92,2_94+1_88+2_110+1_27,
71794,7,荒原组合Lv.439_4,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71795,7,荒原组合Lv.439_5,77,3_19+4_12+4_13+1_48,113,1_84+1_88+1_87+1_34,62,1_38+1_29+1_79+1_88,
71796,7,荒原组合Lv.440_1,92,2_94+1_88+2_110+1_62,101,1_63+1_64+1_49+2_110,98,2_111+2_101+3_15+3_28,
71797,7,荒原组合Lv.440_2,46,3_20+4_16+4_25+3_17,40,1_26+1_49+1_56+2_110,66,1_42+1_32+1_31+1_62,
71798,7,荒原组合Lv.440_3,99,2_113+2_100+2_66+2_102,105,1_65+1_74+2_114+1_46,97,1_52+1_76+1_29+1_12,
71799,7,荒原组合Lv.440_4,22,2_76+2_102+3_34+2_100,34,1_40+1_49+2_148+2_61,72,1_37+1_56+2_114+3_28,
71800,7,荒原组合Lv.440_5,100,3_29+2_132+2_60+2_101,68,1_36+1_62+2_99+1_29,67,1_41+1_56+2_148+1_27,
71801,7,荒原组合Lv.441_1,60,2_81+2_144+3_26+2_60,40,1_26+1_74+1_46+1_56,97,1_52+1_29+1_58+1_76,
71802,7,荒原组合Lv.441_2,66,1_42+1_56+1_32+1_62,93,2_95+3_26+2_101+2_112,115,1_86+1_29+1_76+1_58,
71803,7,荒原组合Lv.441_3,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71804,7,荒原组合Lv.441_4,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71805,7,荒原组合Lv.441_5,34,1_40+1_49+2_148+2_61,98,2_111+2_101+3_26+3_28,116,2_147+1_76+1_56+1_29,
71806,7,荒原组合Lv.442_1,60,2_81+2_144+3_26+2_60,34,1_40+1_49+2_148+2_61,66,1_42+1_32+1_35+1_56,
71807,7,荒原组合Lv.442_2,100,3_29+2_132+2_60+2_101,105,1_65+1_27+2_58+1_28,61,1_44+1_76+1_49+1_29,
71808,7,荒原组合Lv.442_3,46,3_20+3_37+4_20+4_28,113,1_84+1_79+1_28+1_34,68,1_36+1_62+2_99+1_29,
71809,7,荒原组合Lv.442_4,77,3_19+4_12+4_13+1_48,115,1_86+1_27+1_87+1_82,62,1_38+1_29+1_79+1_88,
71810,7,荒原组合Lv.442_5,92,2_94+1_88+2_110+1_62,101,1_63+1_64+1_49+2_110,98,2_111+2_101+3_15+3_28,
71811,7,荒原组合Lv.443_1,22,2_76+2_102+3_34+2_100,34,1_40+1_49+1_56+2_148,72,1_37+1_28+2_114+1_29,
71812,7,荒原组合Lv.443_2,100,3_29+2_132+2_60+2_101,105,1_65+2_110+2_148+1_28,66,1_42+1_35+1_32+1_31,
71813,7,荒原组合Lv.443_3,60,2_81+2_144+3_26+2_60,40,1_26+1_74+1_46+1_56,97,1_52+1_29+1_58+1_76,
71814,7,荒原组合Lv.443_4,98,2_111+2_101+3_26+3_22,116,2_147+1_28+1_61+2_110,92,2_94+1_88+2_110+1_27,
71815,7,荒原组合Lv.443_5,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71816,7,荒原组合Lv.444_1,98,2_111+2_101+2_66+3_26,92,2_94+2_124+3_28+2_110,66,1_42+1_35+1_32+1_31,
71817,7,荒原组合Lv.444_2,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71818,7,荒原组合Lv.444_3,67,1_41+1_68+3_17+1_27,97,1_52+1_59+1_64+3_31,40,1_26+3_15+3_16+3_22,
71819,7,荒原组合Lv.444_4,46,3_20+4_16+4_25+3_17,68,1_36+1_28+1_59+2_110,113,1_84+1_79+1_28+1_34,
71820,7,荒原组合Lv.444_5,66,1_42+1_32+1_29+1_34,99,2_113+3_26+2_102+2_100,105,1_65+1_76+1_49+1_56,
71821,7,荒原组合Lv.445_1,100,3_29+2_144+2_101+2_66,66,1_42+1_56+1_32+1_35,72,1_37+1_28+1_56+1_88,
71822,7,荒原组合Lv.445_2,67,1_41+3_31+1_68+1_70,40,1_26+2_110+2_141+1_27,97,1_52+1_76+1_29+1_12,
71823,7,荒原组合Lv.445_3,93,2_95+3_26+3_38+3_23,116,2_147+1_28+1_61+2_110,92,2_94+2_124+3_28+1_76,
71824,7,荒原组合Lv.445_4,115,1_86+2_114+1_88+1_76,69,3_18+2_63+2_62+3_28,68,1_36+1_62+2_99+1_29,
71825,7,荒原组合Lv.445_5,61,1_44+1_76+1_49+1_29,98,2_111+2_101+3_26+2_144,105,1_65+1_27+2_58+1_28,
71826,7,荒原组合Lv.446_1,60,2_81+2_144+3_26+2_60,66,1_42+1_32+1_35+1_31,61,1_44+1_76+1_49+1_29,
71827,7,荒原组合Lv.446_2,100,3_29+2_144+2_101+2_66,34,1_40+1_46+1_28+1_29,68,1_36+2_148+2_99+1_49,
71828,7,荒原组合Lv.446_3,22,2_76+3_34+2_126+2_100,72,1_37+2_58+1_56+1_29,40,1_26+1_49+2_110+3_16,
71829,7,荒原组合Lv.446_4,98,2_111+2_101+2_66+3_26,92,2_94+2_124+3_28+2_110,97,1_52+1_29+1_58+1_76,
71830,7,荒原组合Lv.446_5,46,3_20+3_37+4_20+4_28,113,1_84+1_88+1_87+1_34,62,1_38+1_29+1_79+1_88,
71831,7,荒原组合Lv.447_1,99,2_113+2_100+2_66+2_102,105,1_65+2_148+2_114+1_87,34,1_40+1_88+1_35+1_49,
71832,7,荒原组合Lv.447_2,14,2_78+3_27+3_28+2_62,46,3_20+4_16+4_22+3_17,72,1_37+1_88+1_59+1_64,
71833,7,荒原组合Lv.447_3,67,1_41+3_31+1_68+1_70,72,1_37+1_28+1_25+1_29,109,2_119+3_28+2_110+3_31,
71834,7,荒原组合Lv.447_4,60,2_81+3_15+2_144+3_22,101,1_63+1_88+1_61+2_110,92,2_94+1_28+2_110+1_62,
71835,7,荒原组合Lv.447_5,66,1_42+1_56+1_32+1_62,98,2_111+2_101+3_26+2_144,115,1_86+1_29+1_76+1_58,
71836,7,荒原组合Lv.448_1,22,2_76+2_102+3_34+2_100,34,1_40+1_49+1_56+2_148,72,1_37+1_28+2_114+1_29,
71837,7,荒原组合Lv.448_2,99,2_113+2_100+2_66+2_102,105,1_65+1_74+2_114+1_46,66,1_42+1_32+1_35+1_56,
71838,7,荒原组合Lv.448_3,46,3_20+3_37+4_20+4_28,113,1_84+1_33+1_79+2_141,68,1_36+1_87+1_88+2_99,
71839,7,荒原组合Lv.448_4,60,2_81+3_15+2_144+2_60,97,1_52+2_141+2_148+1_77,101,1_63+1_34+1_59+2_148,
71840,7,荒原组合Lv.448_5,100,3_29+2_132+2_60+2_101,92,2_94+1_88+2_110+1_28,61,1_44+1_76+1_49+1_29,
71841,7,荒原组合Lv.449_1,46,3_20+3_37+4_20+4_28,113,1_84+1_79+1_28+1_34,68,1_36+1_62+2_99+1_29,
71842,7,荒原组合Lv.449_2,69,3_18+2_65+2_64+2_123,92,2_94+2_124+3_28+1_76,66,1_42+1_35+1_32+1_31,
71843,7,荒原组合Lv.449_3,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71844,7,荒原组合Lv.449_4,22,2_76+2_102+3_34+2_100,97,1_52+1_29+1_58+1_76,34,1_40+1_49+2_148+2_61,
71845,7,荒原组合Lv.449_5,98,2_111+2_101+3_26+3_22,116,2_147+1_28+1_61+2_110,40,1_26+1_58+3_16+1_88,
71846,7,荒原组合Lv.450_1,114,2_145+2_65+3_27+3_26,72,1_37+1_56+1_28+1_74,107,1_67+1_76+1_29+1_34,
71847,7,荒原组合Lv.450_2,77,3_19+4_12+4_13+1_48,113,1_84+1_88+1_87+1_34,62,1_38+1_29+1_79+1_88,
71848,7,荒原组合Lv.450_3,92,2_94+1_88+2_110+1_62,101,1_63+1_64+1_49+2_110,98,2_111+2_101+3_15+3_28,
71849,7,荒原组合Lv.450_4,46,3_20+4_16+4_25+3_17,40,1_26+1_49+1_56+2_110,66,1_42+1_32+1_31+1_62,
71850,7,荒原组合Lv.450_5,99,2_113+2_100+2_66+2_102,105,1_65+1_74+2_114+1_46,97,1_52+1_76+1_29+1_12,
71851,7,荒原组合Lv.451_1,22,2_76+2_102+3_34+2_100,34,1_40+1_49+2_148+2_61,72,1_37+1_56+2_114+3_28,
71852,7,荒原组合Lv.451_2,100,3_29+2_132+2_60+2_101,105,1_65+2_110+2_148+1_28,61,1_44+1_76+1_49+1_29,
71853,7,荒原组合Lv.451_3,60,2_81+2_144+3_26+2_60,40,1_26+1_74+1_46+1_56,97,1_52+1_29+1_58+1_76,
